,kenteken,voertuigsoort,merk,handelsbenaming,vervaldatum_apk,datum_tenaamstelling,inrichting,eerste_kleur,tweede_kleur,aantal_cilinders,massa_ledig_voertuig,massa_rijklaar,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,wam_verzekerd,aantal_deuren,aantal_wielen,europese_voertuigcategorie,plaats_chassisnummer,type_gasinstallatie,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,jaar_laatste_registratie_tellerstand,tellerstandoordeel,code_toelichting_tellerstandoordeel,tenaamstellen_mogelijk,vervaldatum_apk_dt,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,maximum_last_onder_de_vooras_sen_tezamen_koppeling,api_gekentekende_voertuigen_assen,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse,afstand_hart_koppeling_tot_achterzijde_voertuig,afstand_voorzijde_voertuig_tot_hart_koppeling,lengte,breedte,technische_max_massa_voertuig,volgnummer_wijziging_eu_typegoedkeuring,maximum_massa_samenstelling,bruto_bpm,aantal_zitplaatsen,cilinderinhoud,toegestane_maximum_massa_voertuig,maximum_massa_trekken_ongeremd,maximum_trekken_massa_geremd,catalogusprijs,type,typegoedkeuringsnummer,variant,uitvoering,aantal_rolstoelplaatsen,zuinigheidsclassificatie,maximum_ondersteunende_snelheid,maximale_constructiesnelheid
823,04LRT1,Personenauto,BMW,X REIHE,20221118,20161117,stationwagen,BLAUW,Niet geregistreerd,4,1725,1825,20100617,20100617,Geen verstrekking in Open Data,Ja,4,4,M1,by r. schroefveerkoker onder motorkap,,0.07,280,Nee,Nee,Nee,2021,Logisch,00,Ja,2022-11-18T00:00:00.000,2016-11-17T00:00:00.000,2010-06-17T00:00:00.000,2010-06-17T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,457,0,2265,0,4340,16070,5,1995,2265,720,2000,61049,X83,e1*2001/116*0249*14,PE11,5B,0,E,,
824,04LTDF,Personenauto,BMW,3ER REIHE,20220610,20210519,sedan,BLAUW,Niet geregistreerd,6,1345,1445,19990617,20030613,Geen verstrekking in Open Data,Nee,4,4,M1,op r. schroefveerkoker onder motorkap,,0.09,273,Ja,Ja,Nee,2022,Onlogisch,04,Nee,2022-06-10T00:00:00.000,2021-05-19T00:00:00.000,1999-06-17T00:00:00.000,2003-06-13T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,0,0,1870,1,3545,9762,5,2494,1870,720,1600,,,e1*97/27*0097*04,AM31,11,0,,,
825,04LTXP,Personenauto,BMW,3ER REIHE,20230516,20220626,sedan,BLAUW,Niet geregistreerd,6,1370,1470,20030530,20030530,Geen verstrekking in Open Data,Nee,4,4,M1,op r. schroefveerkoker onder motorkap,,0.09,273,Nee,Ja,Nee,2022,Logisch,00,Ja,2023-05-16T00:00:00.000,2022-06-26T00:00:00.000,2003-05-30T00:00:00.000,2003-05-30T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,447,0,1895,0,3570,10234,5,2171,1895,720,1600,,,e1*98/14*0097*13,EV11,31,0,E,,
826,04LXGZ,Personenauto,BMW,3ER REIHE,20230711,20171020,stationwagen,BLAUW,Niet geregistreerd,4,1375,1475,20030613,20030613,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.07,273,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-07-11T00:00:00.000,2017-10-20T00:00:00.000,2003-06-13T00:00:00.000,2003-06-13T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,448,0,1940,0,3415,9229,5,1995,1940,680,1400,,,e1*98/14*0097*13,AX51,31,0,C,,
827,04NDPJ,Personenauto,BMW,3ER REIHE,20221103,20220519,stationwagen,BLAUW,Niet geregistreerd,4,1375,1475,20030804,20030804,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.07,273,Nee,Nee,Nee,2022,Logisch,00,Ja,2022-11-03T00:00:00.000,2022-05-19T00:00:00.000,2003-08-04T00:00:00.000,2003-08-04T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,448,0,1940,0,3415,9724,5,1995,1940,680,1400,,,e1*98/14*0097*13,AX51,31,0,C,,
828,04NFVB,Personenauto,BMW,3ER REIHE,20210506,20150318,cabriolet,BLAUW,Niet geregistreerd,6,1575,1675,20030829,20030829,Geen verstrekking in Open Data,Nee,2,4,M1,op r. schroefveerkoker onder motorkap,,0.08,273,Nee,Ja,Nee,2020,Logisch,00,Ja,2021-05-06T00:00:00.000,2015-03-18T00:00:00.000,2003-08-29T00:00:00.000,2003-08-29T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,449,0,2020,0,3695,17155,4,2494,2020,720,1600,,,e1*2001/116*0146*08,BW31,32,0,F,,
829,04NGJ6,Personenauto,BMW,528I,20230514,20180515,sedan,BLAUW,Niet geregistreerd,6,1630,1730,20100907,20100907,Geen verstrekking in Open Data,Ja,4,4,M1,r. motorruimte,,0.11,297,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-05-14T00:00:00.000,2018-05-15T00:00:00.000,2010-09-07T00:00:00.000,2010-09-07T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,490,0,2265,0,4355,13351,5,2996,2265,750,2000,66889,5L,e1*2007/46*0363*02,FS51,5B,0,B,0.00,
830,04NHDP,Personenauto,BMW,5ER REIHE,20230113,20110527,sedan,BLAUW,Niet geregistreerd,6,1480,1580,20030926,20030926,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.11,289,Nee,Nee,Nee,2021,Logisch,00,Ja,2023-01-13T00:00:00.000,2011-05-27T00:00:00.000,2003-09-26T00:00:00.000,2003-09-26T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,484,0,2065,0,4065,16826,5,2979,2065,750,2000,,,e1*2001/116*0230*01,NA71,32,0,D,,
831,04NKGF,Personenauto,BMW,3ER REIHE,20230504,20100504,sedan,BLAUW,Niet geregistreerd,4,1390,1490,20031027,20031027,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.07,273,Nee,Ja,Nee,2022,Logisch,00,Ja,2023-05-04T00:00:00.000,2010-05-04T00:00:00.000,2003-10-27T00:00:00.000,2003-10-27T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,447,0,1915,0,3590,11491,5,1995,1915,720,1600,,,e1*98/14*0097*14,AS71,01,0,D,,
832,04NKTJ,Personenauto,BMW,3ER REIHE,20140423,20140326,hatchback,BLAUW,Niet geregistreerd,4,1150,1250,19971002,20040119,Geen verstrekking in Open Data,Ja,2,4,M1,r. in watergoot v. voorruit,,0.00,270,Nee,Nee,Nee,2013,Geen oordeel,07,Ja,2014-04-23T00:00:00.000,2014-03-26T00:00:00.000,1997-10-02T00:00:00.000,2004-01-19T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,0,0,1635,1,2915,5180,,,1635,600,1250,,,e1*93/81*0017*05,CG11,01,0,,0.00,
833,04NLKG,Personenauto,BMW,3ER REIHE,20230601,20191130,stationwagen,BLAUW,Niet geregistreerd,4,1365,1465,20031119,20031119,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.06,273,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-06-01T00:00:00.000,2019-11-30T00:00:00.000,2003-11-19T00:00:00.000,2003-11-19T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,448,0,1930,0,3255,7229,5,1796,1930,670,1250,,,e1*98/14*0097*14,AX31,31,0,C,,
834,04NNBR,Personenauto,BMW,Z3,20230223,20201206,cabriolet,BLAUW,Niet geregistreerd,4,1160,1260,19960910,20031205,Geen verstrekking in Open Data,Ja,2,4,M1,midden tegen schutbord onder motorkap,,0.00,245,Nee,Nee,Nee,2022,Geen oordeel,05,Ja,2023-02-23T00:00:00.000,2020-12-06T00:00:00.000,1996-09-10T00:00:00.000,2003-12-05T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,0,0,1435,1,0,10162,,,1435,,,,,e1*93/81*0029*01,CH71,1,0,,0.00,
835,04NPP4,Personenauto,BMW,3ER REIHE,20230615,20190228,sedan,BLAUW,Niet geregistreerd,6,1440,1540,20050317,20101101,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.12,276,Nee,Ja,Nee,2022,Geen oordeel,05,Ja,2023-06-15T00:00:00.000,2019-02-28T00:00:00.000,2005-03-17T00:00:00.000,2010-11-01T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,452,0,1985,0,3760,16954,5,2996,1985,750,1700,,,e1*2001/116*0308*01,VB31,02,0,D,,
836,04NSG5,Personenauto,BMW,328I,20230201,20220131,sedan,BLAUW,Niet geregistreerd,6,1460,1560,19990428,20101228,Geen verstrekking in Open Data,Nee,2,4,M1,r. schroefveerkoker,,0.09,272,Nee,Ja,Nee,2022,Geen oordeel,05,Ja,2023-02-01T00:00:00.000,2022-01-31T00:00:00.000,1999-04-28T00:00:00.000,2010-12-28T00:00:00.000,0,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,,,,1895,,,11326,5,2793,1895,,,,,,,,,,,
837,04NTFT,Personenauto,BMW,X REIHE,20230903,20210910,sedan,BLAUW,Niet geregistreerd,6,1665,1765,20040223,20040223,Geen verstrekking in Open Data,Ja,4,4,M1,by r. schroefveerkoker onder motorkap,,0.10,280,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-09-03T00:00:00.000,2021-09-10T00:00:00.000,2004-02-23T00:00:00.000,2004-02-23T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,457,0,2280,0,4355,17661,5,2979,2280,720,2000,,,e1*2001/116*0249*01,PA91,32,0,G,,
838,04NTN7,Personenauto,BMW,"M3, 3ER REIHE",20230803,20190909,coupe,BLAUW,Niet geregistreerd,6,1415,1515,19960531,20101112,Geen verstrekking in Open Data,Ja,2,4,M1,r. in watergoot v. voorruit,,0.16,271,Nee,Nee,Nee,2022,Geen oordeel,05,Ja,2023-08-03T00:00:00.000,2019-09-09T00:00:00.000,1996-05-31T00:00:00.000,2010-11-12T00:00:00.000,0,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,0,0,1930,1,0,17978,5,3201,1930,,,,,e1*93/81*0032*00,BG91,BG91,0,,,
839,04NVXS,Personenauto,BMW,3ER REIHE,20230830,20210128,sedan,BLAUW,Niet geregistreerd,4,1295,1395,20040317,20040317,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.08,273,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-08-30T00:00:00.000,2021-01-28T00:00:00.000,2004-03-17T00:00:00.000,2004-03-17T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,447,0,1820,0,3295,8708,5,1995,1820,680,1400,,,e1*98/14*0097*14,AY71,31,0,C,,
840,04NXSN,Personenauto,BMW,5ER REIHE,20221106,20141111,sedan,BLAUW,Niet geregistreerd,6,1475,1575,20040423,20040423,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.09,289,Nee,Nee,Nee,2022,Logisch,00,Ja,2022-11-06T00:00:00.000,2014-11-11T00:00:00.000,2004-04-23T00:00:00.000,2004-04-23T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,484,0,2060,0,4060,15206,5,2494,2060,750,2000,,,e1*2001/116*0230*03,NA51,32,0,D,,
841,04PBZ3,Personenauto,BMW,320I,20230515,20160915,cabriolet,BLAUW,Niet geregistreerd,4,1600,1700,20110106,20110106,Geen verstrekking in Open Data,Ja,2,4,M1,r. schroefveerkoker,,0.07,276,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-05-15T00:00:00.000,2016-09-15T00:00:00.000,2011-01-06T00:00:00.000,2011-01-06T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,461,0,2055,0,3630,13540,4,1995,2055,695,1500,69228,3C,e1*2007/46*0316*02,DV51,5B,0,C,0.00,
842,04PDK4,Personenauto,BMW,X1 XDRIVE 28I,20230114,20130629,stationwagen,BLAUW,Niet geregistreerd,6,1585,1685,20110114,20110114,Geen verstrekking in Open Data,Ja,4,4,M1,r. schroefveerkoker,,0.11,276,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-01-14T00:00:00.000,2013-06-29T00:00:00.000,2011-01-14T00:00:00.000,2011-01-14T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,445,0,2180,0,4260,18100,5,2996,2180,750,2000,70628,X1,e1*2007/46*0275*03,VM31,5S,0,F,0.00,
843,04PFF7,Personenauto,BMW,523I,20230520,20160528,stationwagen,BLAUW,Niet geregistreerd,6,1690,1790,20110107,20110107,Geen verstrekking in Open Data,Ja,4,4,M1,r. motorruimte,,0.08,297,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-05-20T00:00:00.000,2016-05-28T00:00:00.000,2011-01-07T00:00:00.000,2011-01-07T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,491,0,2365,0,4355,12954,5,2996,2365,750,1900,66181,5K,e1*2007/46*0455*01,MT11,5A,0,C,0.00,
844,04PFFS,Personenauto,BMW,3ER REIHE,20201125,20191123,sedan,BLAUW,Niet geregistreerd,6,1365,1465,19991118,20040517,Geen verstrekking in Open Data,Ja,2,4,M1,op r. schroefveerkoker onder motorkap,,0.10,272,Nee,Ja,Nee,2019,Geen oordeel,07,Ja,2020-11-25T00:00:00.000,2019-11-23T00:00:00.000,1999-11-18T00:00:00.000,2004-05-17T00:00:00.000,0,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,0,0,1890,1,3665,12344,5,2793,1890,730,1700,,,e1*98/14*0112*02,BM51,11,0,,,
845,04PFG7,Personenauto,BMW,325I,20230113,20171026,coupe,BLAUW,Niet geregistreerd,6,1435,1535,20110107,20110107,Geen verstrekking in Open Data,Ja,2,4,M1,r. schroefveerkoker,,0.10,276,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-01-13T00:00:00.000,2017-10-26T00:00:00.000,2011-01-07T00:00:00.000,2011-01-07T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,461,0,1940,0,3615,11508,4,2996,1940,745,1600,64294,3C,e1*2007/46*0316*02,KE51,5B,0,C,0.00,
846,04PGS1,Personenauto,BMW,535I,20230302,20170308,sedan,BLAUW,Niet geregistreerd,6,1915,2015,20110120,20110120,Geen verstrekking in Open Data,Ja,4,4,M1,r. motorruimte,,0.11,307,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-03-02T00:00:00.000,2017-03-08T00:00:00.000,2011-01-20T00:00:00.000,2011-01-20T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,500,0,2570,0,4770,20653,5,2979,2570,750,2100,91735,GT,e1*2007/46*0215*03,SN21,5B,0,C,0.00,
847,04PGZT,Personenauto,BMW,3ER REIHE,20230807,20150905,sedan,BLAUW,Niet geregistreerd,6,1370,1470,20040618,20040618,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.09,273,Nee,Ja,Nee,2022,Logisch,00,Ja,2023-08-07T00:00:00.000,2015-09-05T00:00:00.000,2004-06-18T00:00:00.000,2004-06-18T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,447,0,1895,0,3570,10628,5,2171,1895,720,1600,,,e1*98/14*0097*15,EV11,31,0,E,,
848,04PJRG,Personenauto,BMW,635CSI,20240407,20060923,coupe,BLAUW,Niet geregistreerd,6,1505,1605,19840201,20060912,Geen verstrekking in Open Data,Ja,2,4,M1,r. tegen voorste schutbord onder motorkap,,0.10,263,Nee,Nee,Nee,2022,Geen oordeel,05,Ja,2024-04-07T00:00:00.000,2006-09-23T00:00:00.000,1984-02-01T00:00:00.000,2006-09-12T00:00:00.000,0,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,0,0,1915,0,0,12798,,3208,1915,650,1600,,,,,,,,,
849,04PKFV,Personenauto,BMW,5ER REIHE,20230608,20220606,stationwagen,BLAUW,Niet geregistreerd,6,1675,1775,20040728,20040728,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.09,289,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-06-08T00:00:00.000,2022-06-06T00:00:00.000,2004-07-28T00:00:00.000,2004-07-28T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,484,0,2300,0,4360,21115,5,2993,2300,750,2000,,,e1*2001/116*0230*03,NJ71,32,0,E,,
850,04PLBJ,Personenauto,BMW,3ER REIHE,20230504,20220208,cabriolet,BLAUW,Niet geregistreerd,6,1595,1695,20010629,20040813,Geen verstrekking in Open Data,Nee,2,4,M1,op r. schroefveerkoker onder motorkap,,0.10,273,Nee,Ja,Nee,2022,Geen oordeel,05,Ja,2023-05-04T00:00:00.000,2022-02-08T00:00:00.000,2001-06-29T00:00:00.000,2004-08-13T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,449,0,2040,1,3715,16690,4,2979,2040,730,1600,,,e1*98/14*0146*03,BS51,22,0,F,,
851,04PNHT,Personenauto,BMW,1ER REIHE,20220918,20190923,hatchback,BLAUW,Niet geregistreerd,4,1250,1350,20040908,20040908,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.08,266,Nee,Nee,Nee,2021,Logisch,00,Ja,2022-09-18T00:00:00.000,2019-09-23T00:00:00.000,2004-09-08T00:00:00.000,2004-09-08T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,423,0,1775,0,3050,9918,5,1995,1775,665,1200,,187,e1*2001/116*0287*01,UF51,32,0,D,0.00,
852,04PNXX,Personenauto,BMW,1ER REIHE,20230508,20220613,hatchback,BLAUW,Niet geregistreerd,4,1180,1280,20040923,20040923,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.07,266,Ja,Nee,Nee,2022,Logisch,00,Nee,2023-05-08T00:00:00.000,2022-06-13T00:00:00.000,2004-09-23T00:00:00.000,2004-09-23T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,423,0,1705,0,2980,6271,5,1596,1705,635,1200,,187,e1*2001/116*0287*01,UF11,31,0,D,0.00,
853,04PPDR,Personenauto,BMW,1ER REIHE,20230815,20170815,hatchback,BLAUW,Niet geregistreerd,4,1180,1280,20040925,20040925,Geen verstrekking in Open Data,Ja,4,4,M1,op r. schroefveerkoker onder motorkap,,0.07,266,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-08-15T00:00:00.000,2017-08-15T00:00:00.000,2004-09-25T00:00:00.000,2004-09-25T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,423,0,1705,0,2980,6897,5,1596,1705,635,1200,,187,e1*2001/116*0287*01,UF11,31,0,D,0.00,
854,04PPLP,Personenauto,BMW,3ER REIHE,20230121,20210225,coupe,BLAUW,Niet geregistreerd,4,1295,1395,20040930,20040930,Geen verstrekking in Open Data,Ja,2,4,M1,r. op schroefveerkoker onder motorkap,,0.08,273,Nee,Ja,Nee,2022,Logisch,00,Ja,2023-01-21T00:00:00.000,2021-02-25T00:00:00.000,2004-09-30T00:00:00.000,2004-09-30T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,449,0,1820,0,3295,9968,5,1995,1820,680,1400,,,e1*2001/116*0112*10,BD91,31,0,C,,
855,04PRK9,Personenauto,BMW,X1 SDRIVE 18I,20230314,20180716,stationwagen,BLAUW,Niet geregistreerd,4,1405,1505,20110311,20110311,Geen verstrekking in Open Data,Ja,4,4,M1,r. schroefveerkoker,,0.07,276,Nee,Nee,Nee,2022,Logisch,00,Ja,2023-03-14T00:00:00.000,2018-07-16T00:00:00.000,2011-03-11T00:00:00.000,2011-03-11T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,0,0,445,0,1990,0,3770,12161,5,1995,1990,750,1700,52829,X1,e1*2007/46*0275*03,VL31,5A,0,D,0.00,
