,kenteken,voertuigsoort,merk,handelsbenaming,datum_tenaamstelling,inrichting,eerste_kleur,tweede_kleur,aantal_cilinders,massa_ledig_voertuig,massa_rijklaar,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,wam_verzekerd,aantal_deuren,aantal_wielen,afstand_hart_koppeling_tot_achterzijde_voertuig,afstand_voorzijde_voertuig_tot_hart_koppeling,lengte,breedte,europese_voertuigcategorie,technische_max_massa_voertuig,volgnummer_wijziging_eu_typegoedkeuring,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,maximum_massa_samenstelling,jaar_laatste_registratie_tellerstand,tellerstandoordeel,code_toelichting_tellerstandoordeel,tenaamstellen_mogelijk,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,api_gekentekende_voertuigen_assen,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse,plaats_chassisnummer,vervaldatum_apk,vervaldatum_apk_dt,type_gasinstallatie,maximum_last_onder_de_vooras_sen_tezamen_koppeling,bruto_bpm,aantal_zitplaatsen,cilinderinhoud,toegestane_maximum_massa_voertuig,maximum_massa_trekken_ongeremd,maximum_trekken_massa_geremd,catalogusprijs,typegoedkeuringsnummer,variant,uitvoering,aantal_rolstoelplaatsen,maximum_ondersteunende_snelheid,zuinigheidsclassificatie,type,registratie_datum_goedkeuring_afschrijvingsmoment_bpm,registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
278,02TJP4,Personenauto,OPEL,MERIVA,20190209,MPV,ROOD,Niet geregistreerd,4,1261,1361,20120210,20120210,Geen verstrekking in Open Data,Ja,4,4,0,0,429,0,M1,1905,0,0.05,264,Nee,Nee,Nee,2725,2022,Logisch,00,Ja,2019-02-09T00:00:00.000,2012-02-10T00:00:00.000,2012-02-10T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. voorzitting,20230208,2023-02-08T00:00:00.000,,,3456,5,1398,1905,670,750,21209,e4*2007/46*0165*03,BC11,3AACA2BADA5,0,0.00,B,S-D/ MONOCAB B,,
279,02TKDT,Personenauto,OPEL,CORSA,20220223,hatchback,ROOD,Niet geregistreerd,4,1063,1163,20061010,20061010,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,1615,0,0.06,251,Nee,Nee,Nee,2590,2022,Logisch,00,Ja,2022-02-23T00:00:00.000,2006-10-10T00:00:00.000,2006-10-10T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230629,2023-06-29T00:00:00.000,,,3449,5,1364,1615,500,1000,,e1*2001/116*0379*00,PC11,1A06A8LBCC5,0,,B,,,
280,02TPH6,Personenauto,OPEL,CORSA,20210407,MPV,ROOD,Niet geregistreerd,4,1020,1120,20120314,20120314,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,1595,0,0.06,251,Nee,Nee,Nee,2455,2022,Logisch,00,Ja,2021-04-07T00:00:00.000,2012-03-14T00:00:00.000,2012-03-14T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230504,2023-05-04T00:00:00.000,,,1778,5,1229,1595,450,850,16651,e1*2001/116*0379*19,BN11,4A06A690BDA5,0,0.00,B,S-D,,
281,02TSJZ,Personenauto,OPEL,CORSA-C,20220314,hatchback,ROOD,Niet geregistreerd,4,910,1010,20070103,20070103,Geen verstrekking in Open Data,Ja,2,4,0,0,384,0,M1,1455,0,0.06,249,Nee,Nee,Nee,2360,2021,Logisch,00,Ja,2022-03-14T00:00:00.000,2007-01-03T00:00:00.000,2007-01-03T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230103,2023-01-03T00:00:00.000,,,3195,5,1229,1455,450,950,15706,e1*98/14*0148*12,BL11,1A02A3CBCP5,0,,C,,,
282,02TZNP,Personenauto,OPEL,ASTRA GTC,20161023,coupe,ROOD,Niet geregistreerd,4,1145,1245,20070313,20070313,Geen verstrekking in Open Data,Ja,2,4,0,0,429,0,M1,1740,0,0.06,261,Nee,Nee,Nee,2985,2022,Logisch,00,Ja,2016-10-23T00:00:00.000,2007-03-13T00:00:00.000,2007-03-13T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230405,2023-04-05T00:00:00.000,,,5435,5,1598,1740,620,1200,23844,e4*2001/116*0094*03,KB11,1A02A4EABG5,0,,C,,,
283,02XBGD,Personenauto,OPEL,GT,20210227,cabriolet,ROOD,Niet geregistreerd,4,1306,1406,20070323,20070323,Geen verstrekking in Open Data,Nee,2,4,0,0,410,0,M1,1625,0,0.14,242,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2021-02-27T00:00:00.000,2007-03-23T00:00:00.000,2007-03-23T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op r. balk onder motorkap,20230714,2023-07-14T00:00:00.000,,,10598,2,1998,1625,,,41548,e13*2001/116*0170*01,ABAA,ABBAABBAA,0,,F,,,
284,02XFHS,Personenauto,OPEL,CORSA,20150521,MPV,ROOD,Niet geregistreerd,4,1040,1140,20070629,20070629,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,1565,0,0.06,251,Nee,Nee,Nee,2590,2022,Logisch,00,Ja,2015-05-21T00:00:00.000,2007-06-29T00:00:00.000,2007-06-29T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230629,2023-06-29T00:00:00.000,,,3421,5,1364,1565,500,1000,16541,e1*2001/116*0379*03,EC11,1A03A3HBCC5,0,0.00,C,,,
285,02XH10,Personenauto,OPEL,MANTA 2.0 S,20080526,Niet geregistreerd,ROOD,Niet geregistreerd,4,988,1088,19781130,19781130,Geen verstrekking in Open Data,Nee,2,4,0,0,0,0,M1,0,0,0.00,252,Nee,Nee,Nee,0,1998,Geen oordeel,06,Ja,2008-05-26T00:00:00.000,1978-11-30T00:00:00.000,1978-11-30T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,19991024,1999-10-24T00:00:00.000,,,,,,,,,,,,,,,,,,
286,02XJB4,Personenauto,OPEL,MERIVA,20200424,MPV,ROOD,Niet geregistreerd,4,1293,1393,20120614,20120614,Geen verstrekking in Open Data,Ja,4,4,0,0,429,0,M1,1930,0,0.06,264,Nee,Nee,Nee,3055,2022,Logisch,00,Ja,2020-04-24T00:00:00.000,2012-06-14T00:00:00.000,2012-06-14T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. voorzitting,20230614,2023-06-14T00:00:00.000,,,3814,5,1364,1930,680,1050,25405,e4*2007/46*0165*03,BD11,3AADA4CBBC5,0,0.00,B,S-D/ MONOCAB B,,
287,02XJB5,Personenauto,OPEL,CORSA,20210421,MPV,ROOD,Niet geregistreerd,4,1063,1163,20120614,20120614,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,1605,0,0.05,251,Nee,Nee,Nee,2455,2022,Logisch,00,Ja,2021-04-21T00:00:00.000,2012-06-14T00:00:00.000,2012-06-14T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230615,2023-06-15T00:00:00.000,Af-fabriek gasinstallatie,,,5,1229,1605,450,850,17954,e1*2001/116*0379*20,BZ11,1AADA7K0BDA5,0,0.00,A,S-D,,
288,02XLB5,Personenauto,OPEL,ZAFIRA TOURER,20160627,MPV,ROOD,Niet geregistreerd,4,1513,1613,20120629,20120629,Geen verstrekking in Open Data,Ja,4,4,0,0,466,0,M1,2320,0,0.06,276,Nee,Nee,Nee,3645,2022,Logisch,00,Ja,2016-06-27T00:00:00.000,2012-06-29T00:00:00.000,2012-06-29T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. voorzitting,20230629,2023-06-29T00:00:00.000,,,5603,7,1362,2320,750,1250,32256,e4*2007/46*0204*08,ECDCC11,BA2N1JAPA7,0,0.00,A,P-J/SW,,
289,02XNS1,Personenauto,OPEL,AGILA,20160429,stationwagen,ROOD,Niet geregistreerd,3,950,1050,20120628,20120628,Geen verstrekking in Open Data,Ja,4,4,0,0,374,0,M1,1485,0,0.05,236,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2016-04-29T00:00:00.000,2012-06-28T00:00:00.000,2012-06-28T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op r. schroefveerkoker onder motorkap,20230628,2023-06-28T00:00:00.000,,,,5,996,1485,,,12365,e4*2001/116*0135*11,AE11,3AAAA1AAAA5,0,,A,H-B,,
290,02XU09,Personenauto,OPEL,KADETT,20160803,Niet geregistreerd,ROOD,Niet geregistreerd,4,745,845,19780926,19780926,Geen verstrekking in Open Data,Nee,2,4,0,0,0,0,M1,0,0,0.00,240,Nee,Nee,Nee,0,2009,Geen oordeel,01,Ja,2016-08-03T00:00:00.000,1978-09-26T00:00:00.000,1978-09-26T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20110714,2011-07-14T00:00:00.000,,,,,,,,,,,,,,,,,,
291,02XV09,Personenauto,OPEL,KADETT,20140225,Niet geregistreerd,ROOD,Niet geregistreerd,4,745,845,19781004,19781004,Geen verstrekking in Open Data,Nee,2,4,0,0,0,0,M1,0,0,0.00,240,Nee,Nee,Nee,0,2014,Geen oordeel,01,Ja,2014-02-25T00:00:00.000,1978-10-04T00:00:00.000,1978-10-04T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20161119,2016-11-19T00:00:00.000,,,,,,,,,,,,,,,,,,
292,02YA09,Personenauto,OPEL,GT,20010110,Niet geregistreerd,ROOD,Niet geregistreerd,4,930,1030,19730228,19970314,Geen verstrekking in Open Data,Nee,2,4,0,0,0,0,M1,0,0,0.00,243,Nee,Nee,Nee,0,2009,Geen oordeel,01,Ja,2001-01-10T00:00:00.000,1973-02-28T00:00:00.000,1997-03-14T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. op schetsplaat onder motorkap,20110903,2011-09-03T00:00:00.000,,,,,,,,,,,,,,,,,,
293,02ZHZL,Personenauto,OPEL,CORSA,20190817,MPV,ROOD,Niet geregistreerd,4,1059,1159,20080218,20080218,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,1605,0,0.05,251,Nee,Nee,Nee,2455,2022,Geen oordeel,07,Ja,2019-08-17T00:00:00.000,2008-02-18T00:00:00.000,2008-02-18T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20231002,2023-10-02T00:00:00.000,,,2597,5,1229,1605,500,850,15989,e1*2001/116*0379*06,KB11,1A16A77BDA5,0,0.00,B,,,
294,02ZKS1,Personenauto,OPEL,VIVARO 1.9DTI 2.9T,20121213,kampeerwagen,ROOD,Niet geregistreerd,4,2000,2100,20040428,20040428,Geen verstrekking in Open Data,Ja,4,4,,,,,M1,2940,,0.04,350,Nee,Nee,Nee,4940,2022,Logisch,00,Ja,2012-12-13T00:00:00.000,2004-04-28T00:00:00.000,2004-04-28T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. deurdorpel by voorzitting,20230821,2023-08-21T00:00:00.000,,0,8495,2,1870,2940,750,2000,,,,,,,,,,
295,02ZVK5,Personenauto,OPEL,MOKKA,20170303,stationwagen,ROOD,Niet geregistreerd,4,1325,1425,20130221,20130221,Geen verstrekking in Open Data,Ja,4,4,0,0,428,0,M1,1854,0,0.07,256,Nee,Nee,Nee,3054,2022,Logisch,00,Ja,2017-03-03T00:00:00.000,2013-02-21T00:00:00.000,2013-02-21T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. schutbord,20230301,2023-03-01T00:00:00.000,,,6957,5,1364,1854,500,1200,34480,e4*2007/46*0537*02,JNXXAXX,A44PAX4X44B,0,0.00,C,J-A,,
296,02ZXL5,Personenauto,OPEL,MOKKA,20130305,stationwagen,ROOD,Niet geregistreerd,4,1235,1335,20130305,20130305,Geen verstrekking in Open Data,Ja,4,4,0,0,428,0,M1,1764,0,0.06,256,Nee,Nee,Nee,2964,2022,Logisch,00,Ja,2013-03-05T00:00:00.000,2013-03-05T00:00:00.000,2013-03-05T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. schutbord,20230305,2023-03-05T00:00:00.000,,,7549,5,1598,1764,500,1200,28769,e4*2007/46*0537*02,JNXXFXX,B66PBX6X66B,0,0.00,C,J-A,,
297,0359ZX,Personenauto,OPEL,GT,19900822,Niet geregistreerd,ROOD,Niet geregistreerd,4,930,1030,19680218,19680218,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,0,0,0.00,243,Nee,Nee,Nee,0,2007,Geen oordeel,01,Ja,1990-08-22T00:00:00.000,1968-02-18T00:00:00.000,1968-02-18T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,in watergoot motorkap onder voorruit,,,,,,,,,,,,,,,,,,,,
298,0389ZL,Personenauto,OPEL,GT,20120823,Niet geregistreerd,ROOD,Niet geregistreerd,4,930,1030,19730803,19730803,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,0,0,0.00,243,Nee,Nee,Nee,0,2010,Geen oordeel,01,Ja,2012-08-23T00:00:00.000,1973-08-03T00:00:00.000,1973-08-03T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,,20120719,2012-07-19T00:00:00.000,,,,,,,,,,,,,,,,,,
299,03BT18,Personenauto,OPEL,MANTA,19870319,Niet geregistreerd,ROOD,Niet geregistreerd,4,962,1062,19740328,19740328,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,0,0,0.00,244,Nee,Nee,Nee,0,2022,Geen oordeel,01,Ja,1987-03-19T00:00:00.000,1974-03-28T00:00:00.000,1974-03-28T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,r. in watergoot v. voorruit onder motorkap,20240602,2024-06-02T00:00:00.000,,,,,,,,,,,,,,,,,,
300,03DFDN,Personenauto,OPEL,CORSA-B,20111112,hatchback,ROOD,Niet geregistreerd,4,850,950,19990709,19990709,Geen verstrekking in Open Data,Ja,2,4,0,0,374,0,M1,1400,1,0.05,244,Nee,Nee,Nee,2350,2021,Logisch,00,Ja,2011-11-12T00:00:00.000,1999-07-09T00:00:00.000,1999-07-09T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221109,2022-11-09T00:00:00.000,,,2173,5,1199,1400,450,950,,e1*98/14*0053*07,ER11,0A02A7CFAB5,0,,,,,
301,03DGLZ,Personenauto,OPEL,CORSA-B,20140114,hatchback,ROOD,Niet geregistreerd,4,850,950,19990730,19990730,Geen verstrekking in Open Data,Ja,2,4,0,0,374,0,M1,1400,1,0.05,244,Nee,Nee,Nee,2350,2022,Logisch,00,Ja,2014-01-14T00:00:00.000,1999-07-30T00:00:00.000,1999-07-30T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230824,2023-08-24T00:00:00.000,,,2173,5,1199,1400,450,950,,e1*98/14*0053*07,ER11,0A02A7CFAB5,0,,,,,
302,03DJBP,Personenauto,OPEL,CORSA-B,20210512,hatchback,ROOD,Niet geregistreerd,4,850,950,19990830,19990830,Geen verstrekking in Open Data,Ja,2,4,0,0,374,0,M1,1370,1,0.05,244,Nee,Nee,Nee,2370,2021,Logisch,00,Ja,2021-05-12T00:00:00.000,1999-08-30T00:00:00.000,1999-08-30T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221007,2022-10-07T00:00:00.000,,,2055,5,1199,1370,450,1000,,e1*98/14*0053*06,CR11,0A02A3BFAB5,0,,,,,
303,03DXBN,Personenauto,OPEL,CORSA-B,20220913,hatchback,ROOD,Niet geregistreerd,4,880,980,20000103,20000103,Geen verstrekking in Open Data,Ja,4,4,0,0,374,0,M1,1430,1,0.05,244,Nee,Nee,Nee,2380,2022,Logisch,00,Ja,2022-09-13T00:00:00.000,2000-01-03T00:00:00.000,2000-01-03T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230118,2023-01-18T00:00:00.000,,,2341,5,1199,1430,450,950,,e1*98/14*0053*08,FR11,0A05ACCFAB5,0,,,,,
304,03DZDX,Personenauto,OPEL,CORSA-B,20120927,hatchback,ROOD,Niet geregistreerd,4,885,985,20000113,20000113,Geen verstrekking in Open Data,Ja,2,4,0,0,374,0,M1,1405,1,0.05,244,Nee,Nee,Nee,2255,2022,Logisch,00,Ja,2012-09-27T00:00:00.000,2000-01-13T00:00:00.000,2000-01-13T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230120,2023-01-20T00:00:00.000,,,2505,5,1199,1405,450,850,,e1*98/14*0053*09,CR11,0A06A8CEDG5,0,,,,,
305,03DZRT,Personenauto,OPEL,ASTRA-G-CC,20210623,hatchback,ROOD,Niet geregistreerd,4,1054,1154,20000122,20000122,Geen verstrekking in Open Data,Ja,2,4,0,0,411,0,M1,1605,1,0.05,261,Nee,Nee,Nee,2605,2022,Geen oordeel,07,Ja,2021-06-23T00:00:00.000,2000-01-22T00:00:00.000,2000-01-22T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230127,2023-01-27T00:00:00.000,,,3341,5,1598,1605,570,1000,,e1*98/14*0086*05,AC11,2A03AH33FDB5,0,,,,,
306,03FBNV,Personenauto,OPEL,CORSA-B,20220107,hatchback,ROOD,Niet geregistreerd,4,915,1015,20000201,20000201,Geen verstrekking in Open Data,Ja,4,4,0,0,374,0,M1,1465,1,0.05,244,Nee,Nee,Nee,2265,2022,Logisch,00,Ja,2022-01-07T00:00:00.000,2000-02-01T00:00:00.000,2000-02-01T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20220919,2022-09-19T00:00:00.000,,,2820,5,1199,1465,450,800,,e1*98/14*0053*09,FR11,0A09AJDEDG5,0,,,,,
307,03FFZV,Personenauto,OPEL,CORSA-B,20000303,hatchback,ROOD,Niet geregistreerd,4,850,950,20000303,20000303,Geen verstrekking in Open Data,Ja,2,4,0,0,374,0,M1,1370,1,0.05,244,Nee,Nee,Nee,2370,2022,Logisch,00,Ja,2000-03-03T00:00:00.000,2000-03-03T00:00:00.000,2000-03-03T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230318,2023-03-18T00:00:00.000,,,2287,5,1199,1370,450,1000,,e1*98/14*0053*09,CR11,0A02A3BFAB5,0,,,,,
308,03FJLS,Personenauto,OPEL,CORSA-B,20210604,hatchback,ROOD,Niet geregistreerd,4,850,950,20000331,20000331,Geen verstrekking in Open Data,Ja,2,4,0,0,374,0,M1,1400,1,0.05,244,Nee,Nee,Nee,2350,2022,Logisch,00,Ja,2021-06-04T00:00:00.000,2000-03-31T00:00:00.000,2000-03-31T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230613,2023-06-13T00:00:00.000,,,2476,5,1199,1400,450,950,,e1*98/14*0053*09,ER11,0A02A7CFAB5,0,,,,,
309,03FKLZ,Personenauto,OPEL,VECTRA-B,20151021,sedan,ROOD,Niet geregistreerd,4,1180,1280,20000414,20000414,Geen verstrekking in Open Data,Ja,4,4,0,0,450,0,M1,1815,1,0.06,264,Nee,Nee,Nee,3015,2022,Geen oordeel,02,Ja,2015-10-21T00:00:00.000,2000-04-14T00:00:00.000,2000-04-14T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20230323,2023-03-23T00:00:00.000,,,4654,5,1598,1815,635,1200,,e1*98/14*0030*12,BB11,2A03AGEKGC5,0,,,,,
310,03FPZR,Personenauto,OPEL,ASTRA-G-CC,20161201,hatchback,ROOD,Niet geregistreerd,4,1094,1194,20000525,20000525,Geen verstrekking in Open Data,Ja,4,4,0,0,411,0,M1,1675,1,0.06,261,Nee,Nee,Nee,2775,2021,Geen oordeel,07,Ja,2016-12-01T00:00:00.000,2000-05-25T00:00:00.000,2000-05-25T00:00:00.000,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,op bodemplaat by r. voorzitting,20221026,2022-10-26T00:00:00.000,,,3908,5,1598,1675,570,1100,,e1*98/14*0086*07,DD11,2A06AX38FDH5,0,,,,,
