,kenteken,voertuigsoort,merk,handelsbenaming,datum_tenaamstelling,inrichting,eerste_kleur,tweede_kleur,aantal_cilinders,massa_ledig_voertuig,massa_rijklaar,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,wam_verzekerd,aantal_deuren,aantal_wielen,afstand_hart_koppeling_tot_achterzijde_voertuig,afstand_voorzijde_voertuig_tot_hart_koppeling,lengte,breedte,europese_voertuigcategorie,plaats_chassisnummer,technische_max_massa_voertuig,volgnummer_wijziging_eu_typegoedkeuring,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,maximum_massa_samenstelling,jaar_laatste_registratie_tellerstand,tellerstandoordeel,code_toelichting_tellerstandoordeel,tenaamstellen_mogelijk,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,maximum_last_onder_de_vooras_sen_tezamen_koppeling,api_gekentekende_voertuigen_assen,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse,vervaldatum_apk,bruto_bpm,aantal_zitplaatsen,cilinderinhoud,toegestane_maximum_massa_voertuig,catalogusprijs,type,typegoedkeuringsnummer,variant,uitvoering,aantal_rolstoelplaatsen,vervaldatum_apk_dt,zuinigheidsclassificatie,maximum_ondersteunende_snelheid,maximum_massa_trekken_ongeremd,maximum_trekken_massa_geremd
428,02GBF7,Personenauto,TOYOTA,TOYOTA AYGO,20171008,hatchback,WIT,Niet geregistreerd,3,780,880,20080604,20080604,Geen verstrekking in Open Data,Ja,4,4,0,0,341,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Ja,Nee,0,2021,Logisch,00,Ja,2017-10-08T00:00:00.000,2008-06-04T00:00:00.000,2008-06-04T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20220926,261,4,998,1190,8990,AB1,e11*2001/116*0236*05,KGB10(H),KGB10L-AHMRKW(1F),0,2022-09-26T00:00:00.000,A,,,
429,02GKS2,Personenauto,TOYOTA,TOYOTA AYGO,20110526,hatchback,WIT,Niet geregistreerd,3,780,880,20080822,20080822,Geen verstrekking in Open Data,Ja,4,4,0,0,341,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Ja,Nee,0,2021,Logisch,00,Ja,2011-05-26T00:00:00.000,2008-08-22T00:00:00.000,2008-08-22T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221222,261,4,998,1190,8990,AB1,e11*2001/116*0236*05,KGB10(H),KGB10L-AHMRKW(1F),0,2022-12-22T00:00:00.000,A,,,
430,02GNHG,Personenauto,TOYOTA,TOYOTA CELICA,20190701,coupe,WIT,Niet geregistreerd,4,1115,1215,20010123,20010123,Geen verstrekking in Open Data,Ja,2,4,0,0,434,0,M1,midden tegen schutbord onder motorkap,1595,1,0.12,260,Nee,Nee,Nee,2795,2021,Logisch,00,Ja,2019-07-01T00:00:00.000,2001-01-23T00:00:00.000,2001-01-23T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230126,7709,4,1796,1595,,,e11*98/14*0122*02,ZZT231(L),ZZT231L-BLFVFW(1C),0,2023-01-26T00:00:00.000,D,,585,1200
431,02GRL8,Personenauto,TOYOTA,TOYOTA YARIS,20160205,MPV,WIT,Niet geregistreerd,4,995,1095,20080820,20080820,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,r. op bodemplaat by voorzitting,1480,1,0.06,246,Nee,Ja,Nee,2380,2022,Logisch,00,Ja,2016-02-05T00:00:00.000,2008-08-20T00:00:00.000,2008-08-20T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230821,3223,5,1298,1480,16349,XP9F(A),e11*2001/116*0249*01,SCP90(H),SCP90L-CHMGKW(1B),0,2023-08-21T00:00:00.000,C,,547,900
432,02HPD2,Personenauto,TOYOTA,TOYOTA IQ,20140222,coupe,WIT,Niet geregistreerd,3,820,920,20090116,20090116,Geen verstrekking in Open Data,Ja,2,4,0,0,299,0,M1,by dwarsbalk,1210,0,0.05,200,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2014-02-22T00:00:00.000,2009-01-16T00:00:00.000,2009-01-16T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230116,,4,998,1210,15564,AJ1(A),e6*2001/116*0119*00,KGJ10(G),KGJ10L-BGMRGW(2A),0,2023-01-16T00:00:00.000,A,,,
433,02HSZ6,Personenauto,TOYOTA,TOYOTA AYGO,20090219,hatchback,WIT,Niet geregistreerd,3,775,875,20090219,20090219,Geen verstrekking in Open Data,Ja,2,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1180,0,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2009-02-19T00:00:00.000,2009-02-19T00:00:00.000,2009-02-19T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230219,,4,998,1180,8689,AB1,e11*2001/116*0236*06,KGB10(G),KGB10L-AGMRKW(1G),0,2023-02-19T00:00:00.000,A,,,
434,02HTJ9,Personenauto,TOYOTA,TOYOTA AYGO,20190412,hatchback,WIT,Niet geregistreerd,3,780,880,20090225,20090225,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2019-04-12T00:00:00.000,2009-02-25T00:00:00.000,2009-02-25T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230225,,4,998,1190,8879,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMRKW(1G),0,2023-02-25T00:00:00.000,A,,,
435,02HTR7,Personenauto,TOYOTA,TOYOTA IQ,20140329,coupe,WIT,Niet geregistreerd,3,820,920,20090303,20090303,Geen verstrekking in Open Data,Ja,2,4,0,0,299,0,M1,by dwarsbalk,1210,0,0.05,200,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2014-03-29T00:00:00.000,2009-03-03T00:00:00.000,2009-03-03T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230113,,4,998,1210,15564,AJ1(A),e6*2001/116*0119*00,KGJ10(G),KGJ10L-BGMRGW(2A),0,2023-01-13T00:00:00.000,A,,,
436,02HVDJ,Personenauto,TOYOTA,YARIS,20141010,hatchback,WIT,Niet geregistreerd,4,855,955,20020109,20020109,Geen verstrekking in Open Data,Ja,2,4,0,0,0,0,M1,op bodemplaat onder r. voorzitting,1350,0,0.05,237,Nee,Nee,Nee,2000,2021,Logisch,00,Ja,2014-10-10T00:00:00.000,2002-01-09T00:00:00.000,2002-01-09T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221007,2382,5,998,1350,,,e2*98/14*0248*01,SCP10(G),SCP10L-CGMNKW(1B),0,2022-10-07T00:00:00.000,B,,400,650
437,02HVR5,Personenauto,TOYOTA,TOYOTA IQ,20180718,coupe,WIT,Niet geregistreerd,3,820,920,20090709,20090709,Geen verstrekking in Open Data,Ja,2,4,0,0,299,0,M1,by dwarsbalk,1210,0,0.05,200,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2018-07-18T00:00:00.000,2009-07-09T00:00:00.000,2009-07-09T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230508,,4,998,1210,13405,AJ1(A),e6*2001/116*0119*00,KGJ10(G),KGJ10L-BGMRGW(2A),0,2023-05-08T00:00:00.000,A,,,
438,02JFX3,Personenauto,TOYOTA,TOYOTA IQ,20090512,coupe,WIT,Niet geregistreerd,3,820,920,20090512,20090512,Geen verstrekking in Open Data,Ja,2,4,0,0,299,0,M1,by dwarsbalk,1210,0,0.05,200,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2009-05-12T00:00:00.000,2009-05-12T00:00:00.000,2009-05-12T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230601,,4,998,1210,13405,AJ1(A),e6*2001/116*0119*00,KGJ10(G),KGJ10L-BGMRGW(2A),0,2023-06-01T00:00:00.000,A,,,
439,02JJB9,Personenauto,TOYOTA,TOYOTA IQ,20131122,coupe,WIT,Niet geregistreerd,3,820,920,20090613,20090613,Geen verstrekking in Open Data,Ja,2,4,0,0,299,0,M1,by dwarsbalk,1210,0,0.05,200,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2013-11-22T00:00:00.000,2009-06-13T00:00:00.000,2009-06-13T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221027,,4,998,1210,13405,AJ1(A),e6*2001/116*0119*00,KGJ10(G),KGJ10L-BGMRGW(2A),0,2022-10-27T00:00:00.000,A,,,
440,02JLT3,Personenauto,TOYOTA,TOYOTA PRIUS,20161011,hatchback,WIT,Niet geregistreerd,4,1345,1445,20090706,20090706,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2016-10-11T00:00:00.000,2009-07-06T00:00:00.000,2009-07-06T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221011,,5,1798,1805,33230,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(2A),0,2022-10-11T00:00:00.000,A,0.00,,
441,02JNN5,Personenauto,TOYOTA,TOYOTA PRIUS,20201106,hatchback,WIT,Niet geregistreerd,4,1345,1445,20090717,20090717,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2020-11-06T00:00:00.000,2009-07-17T00:00:00.000,2009-07-17T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221028,,5,1798,1805,25679,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(2A),0,2022-10-28T00:00:00.000,A,0.00,,
442,02JRV7,Personenauto,TOYOTA,TOYOTA PRIUS,20090807,hatchback,WIT,Niet geregistreerd,4,1345,1445,20090807,20090807,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2009-08-07T00:00:00.000,2009-08-07T00:00:00.000,2009-08-07T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221213,,5,1798,1805,31980,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(1A),0,2022-12-13T00:00:00.000,A,0.00,,
443,02JVH4,Personenauto,TOYOTA,TOYOTA PRIUS,20130416,hatchback,WIT,Niet geregistreerd,4,1345,1445,20090904,20090904,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Ja,Nee,0,2022,Logisch,00,Ja,2013-04-16T00:00:00.000,2009-09-04T00:00:00.000,2009-09-04T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230421,,5,1798,1805,28679,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(1A),0,2023-04-21T00:00:00.000,A,0.00,,
444,02JVN8,Personenauto,TOYOTA,TOYOTA PRIUS,20170617,hatchback,WIT,Niet geregistreerd,4,1345,1445,20090911,20090911,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2017-06-17T00:00:00.000,2009-09-11T00:00:00.000,2009-09-11T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230617,,5,1798,1805,28679,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(1A),0,2023-06-17T00:00:00.000,A,0.00,,
445,02JVZ6,Personenauto,TOYOTA,TOYOTA AYGO,20200504,hatchback,WIT,Niet geregistreerd,3,805,905,20090921,20090921,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2020-05-04T00:00:00.000,2009-09-21T00:00:00.000,2009-09-21T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230930,,4,998,1190,9840,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMGKW(1G),0,2023-09-30T00:00:00.000,A,,,
446,02JXV1,Personenauto,TOYOTA,TOYOTA AYGO,20120920,hatchback,WIT,Niet geregistreerd,3,780,880,20090928,20090928,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2012-09-20T00:00:00.000,2009-09-28T00:00:00.000,2009-09-28T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20220928,,4,998,1190,8984,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMRKW(1G),0,2022-09-28T00:00:00.000,A,,,
447,02KDF8,Personenauto,TOYOTA,TOYOTA AYGO,20190730,hatchback,WIT,Niet geregistreerd,3,805,905,20091021,20091021,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2019-07-30T00:00:00.000,2009-10-21T00:00:00.000,2009-10-21T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230725,,4,998,1190,11789,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMGKW(1G),0,2023-07-25T00:00:00.000,A,,,
448,02KFF2,Personenauto,TOYOTA,TOYOTA AYGO,20170211,hatchback,WIT,Niet geregistreerd,3,795,895,20091030,20091030,Geen verstrekking in Open Data,Ja,2,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1180,0,0.06,234,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2017-02-11T00:00:00.000,2009-10-30T00:00:00.000,2009-10-30T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221021,,4,998,1180,10500,AB1,e11*2001/116*0236*06,KGB10(G),KGB10L-AGMGKW(1G),0,2022-10-21T00:00:00.000,A,,,
449,02KHH2,Personenauto,TOYOTA,TOYOTA PRIUS,20140613,hatchback,WIT,Niet geregistreerd,4,1345,1445,20091119,20091119,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2014-06-13T00:00:00.000,2009-11-19T00:00:00.000,2009-11-19T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230614,,5,1798,1805,26180,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(2A),0,2023-06-14T00:00:00.000,A,0.00,,
450,02KJJ7,Personenauto,TOYOTA,TOYOTA AYGO,20210611,hatchback,WIT,Niet geregistreerd,3,805,905,20091204,20091204,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2021-06-11T00:00:00.000,2009-12-04T00:00:00.000,2009-12-04T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230620,,4,998,1190,10689,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMGKW(1G),0,2023-06-20T00:00:00.000,A,,,
451,02KSG9,Personenauto,TOYOTA,TOYOTA PRIUS,20161115,hatchback,WIT,Niet geregistreerd,4,1345,1445,20100203,20100203,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2016-11-15T00:00:00.000,2010-02-03T00:00:00.000,2010-02-03T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230925,,5,1798,1805,35479,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(1A),0,2023-09-25T00:00:00.000,A,0.00,,
452,02KSV7,Personenauto,TOYOTA,TOYOTA URBAN CRUISER,20140411,MPV,WIT,Niet geregistreerd,4,1105,1205,20100201,20100201,Geen verstrekking in Open Data,Ja,4,4,0,0,393,0,M1,r. voorzitting,1590,0,0.06,246,Nee,Nee,Nee,2390,2022,Logisch,00,Ja,2014-04-11T00:00:00.000,2010-02-01T00:00:00.000,2010-02-01T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230407,3174,5,1329,1590,19750,XP11(A),e11*2001/116*0263*00,NSP110(H),NSP110L-AHFNKW(2A),0,2023-04-07T00:00:00.000,B,,550,800
453,02KTX7,Personenauto,TOYOTA,TOYOTA AYGO,20200619,hatchback,WIT,Niet geregistreerd,3,795,895,20100212,20100212,Geen verstrekking in Open Data,Ja,2,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1180,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2020-06-19T00:00:00.000,2010-02-12T00:00:00.000,2010-02-12T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230622,,4,998,1180,10500,AB1,e11*2001/116*0236*07,KGB10(G),KGB10L-AGMGKW(1H),0,2023-06-22T00:00:00.000,A,,,
454,02KVN8,Personenauto,TOYOTA,TOYOTA PRIUS,20210403,hatchback,WIT,Niet geregistreerd,4,1345,1445,20100309,20100309,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2021-04-03T00:00:00.000,2010-03-09T00:00:00.000,2010-03-09T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230720,,5,1798,1805,25490,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(2A),0,2023-07-20T00:00:00.000,A,0.00,,
455,02KVT5,Personenauto,TOYOTA,TOYOTA YARIS,20171108,MPV,WIT,Niet geregistreerd,3,965,1065,20100223,20100223,Geen verstrekking in Open Data,Ja,2,4,0,0,379,0,M1,r. op bodemplaat by voorzitting,1440,1,0.05,246,Nee,Nee,Nee,2190,2022,Logisch,00,Ja,2017-11-08T00:00:00.000,2010-02-23T00:00:00.000,2010-02-23T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230317,531,5,998,1440,10950,XP9F(A),e11*2001/116*0249*04,KSP90(G),KSP90L-CGMRKW(5E),0,2023-03-17T00:00:00.000,A,,532,750
456,02KXD7,Personenauto,TOYOTA,TOYOTA URBAN CRUISER,20210505,MPV,WIT,Niet geregistreerd,4,1095,1195,20100305,20100305,Geen verstrekking in Open Data,Ja,4,4,0,0,393,0,M1,r. voorzitting,1590,0,0.06,246,Nee,Nee,Nee,2390,2022,Logisch,00,Ja,2021-05-05T00:00:00.000,2010-03-05T00:00:00.000,2010-03-05T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230305,2759,5,1329,1590,17530,XP11(A),e11*2001/116*0263*00,NSP110(H),NSP110L-AHFRKW(2A),0,2023-03-05T00:00:00.000,B,,550,800
457,02LBH8,Personenauto,TOYOTA,TOYOTA PRIUS,20220401,hatchback,WIT,Niet geregistreerd,4,1345,1445,20100406,20100406,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2022-04-01T00:00:00.000,2010-04-06T00:00:00.000,2010-04-06T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230401,,5,1798,1805,31790,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(1A),0,2023-04-01T00:00:00.000,A,0.00,,
458,02LBLR,Personenauto,TOYOTA,TOYOTA YARIS,20161116,hatchback,WIT,Niet geregistreerd,4,815,915,20021028,20021028,Geen verstrekking in Open Data,Ja,2,4,0,0,362,0,M1,midden tegen schutbord onder motorkap,1255,0,0.05,237,Nee,Nee,Nee,1655,2021,Logisch,00,Ja,2016-11-16T00:00:00.000,2002-10-28T00:00:00.000,2002-10-28T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221114,2270,5,998,1255,,,e6*98/14*0064*06,SCP10(G),SCP10L-AGMBKW(1G),0,2022-11-14T00:00:00.000,A,,400,400
