,kenteken,voertuigsoort,merk,handelsbenaming,datum_tenaamstelling,inrichting,eerste_kleur,tweede_kleur,aantal_cilinders,massa_ledig_voertuig,massa_rijklaar,datum_eerste_toelating,datum_eerste_tenaamstelling_in_nederland,wacht_op_keuren,wam_verzekerd,aantal_deuren,aantal_wielen,afstand_hart_koppeling_tot_achterzijde_voertuig,afstand_voorzijde_voertuig_tot_hart_koppeling,lengte,breedte,europese_voertuigcategorie,plaats_chassisnummer,technische_max_massa_voertuig,volgnummer_wijziging_eu_typegoedkeuring,vermogen_massarijklaar,wielbasis,export_indicator,openstaande_terugroepactie_indicator,taxi_indicator,maximum_massa_samenstelling,jaar_laatste_registratie_tellerstand,tellerstandoordeel,code_toelichting_tellerstandoordeel,tenaamstellen_mogelijk,datum_tenaamstelling_dt,datum_eerste_toelating_dt,datum_eerste_tenaamstelling_in_nederland_dt,maximum_last_onder_de_vooras_sen_tezamen_koppeling,api_gekentekende_voertuigen_assen,api_gekentekende_voertuigen_brandstof,api_gekentekende_voertuigen_carrosserie,api_gekentekende_voertuigen_carrosserie_specifiek,api_gekentekende_voertuigen_voertuigklasse,vervaldatum_apk,bruto_bpm,aantal_zitplaatsen,cilinderinhoud,toegestane_maximum_massa_voertuig,catalogusprijs,type,typegoedkeuringsnummer,variant,uitvoering,aantal_rolstoelplaatsen,vervaldatum_apk_dt,zuinigheidsclassificatie,maximum_ondersteunende_snelheid,maximum_massa_trekken_ongeremd,maximum_trekken_massa_geremd
32,00KBS3,Personenauto,TOYOTA,TOYOTA AYGO,20190413,hatchback,WIT,Niet geregistreerd,3,805,905,20091009,20091009,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2019-04-13T00:00:00.000,2009-10-09T00:00:00.000,2009-10-09T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221018,,4,998,1190,11789,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMGKW(1G),0,2022-10-18T00:00:00.000,A,,,
33,00KDH8,Personenauto,TOYOTA,TOYOTA AYGO,20091020,hatchback,WIT,Niet geregistreerd,3,805,905,20091020,20091020,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Ja,Nee,0,2021,Logisch,00,Ja,2009-10-20T00:00:00.000,2009-10-20T00:00:00.000,2009-10-20T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221113,,4,998,1190,9965,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMGKW(1G),0,2022-11-13T00:00:00.000,A,,,
34,00KDK4,Personenauto,TOYOTA,TOYOTA AYGO,20210625,hatchback,WIT,Niet geregistreerd,3,805,905,20100217,20100217,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2021-06-25T00:00:00.000,2010-02-17T00:00:00.000,2010-02-17T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230217,,4,998,1190,11789,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMGKW(1G),0,2023-02-17T00:00:00.000,A,,,
35,00KDT4,Personenauto,TOYOTA,TOYOTA AYGO,20190409,hatchback,WIT,Niet geregistreerd,3,805,905,20091024,20091024,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2019-04-09T00:00:00.000,2009-10-24T00:00:00.000,2009-10-24T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221024,,4,998,1190,10689,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMGKW(1G),0,2022-10-24T00:00:00.000,A,,,
36,00KFF2,Personenauto,TOYOTA,TOYOTA AYGO,20210329,hatchback,WIT,Niet geregistreerd,3,775,875,20091029,20091029,Geen verstrekking in Open Data,Ja,2,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1180,0,0.06,234,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2021-03-29T00:00:00.000,2009-10-29T00:00:00.000,2009-10-29T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221029,,4,998,1180,9644,AB1,e11*2001/116*0236*06,KGB10(G),KGB10L-AGMRKW(1G),0,2022-10-29T00:00:00.000,A,,,
37,00KGG7,Personenauto,TOYOTA,TOYOTA AYGO,20190926,hatchback,WIT,Niet geregistreerd,3,805,905,20091113,20091113,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2019-09-26T00:00:00.000,2009-11-13T00:00:00.000,2009-11-13T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221113,,4,998,1190,11789,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMGKW(1G),0,2022-11-13T00:00:00.000,A,,,
38,00KHH2,Personenauto,TOYOTA,TOYOTA YARIS,20191113,MPV,WIT,Niet geregistreerd,4,1025,1125,20091119,20091119,Geen verstrekking in Open Data,Ja,4,4,0,0,379,0,M1,r. op bodemplaat by voorzitting,1480,1,0.07,246,Nee,Nee,Nee,2380,2022,Logisch,00,Ja,2019-11-13T00:00:00.000,2009-11-19T00:00:00.000,2009-11-19T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221107,1925,5,1329,1480,15649,XP9F(A),e11*2001/116*0249*04,NSP90(H),NSP90L-CHFGKW(5E),0,2022-11-07T00:00:00.000,A,,550,900
39,00KHL1,Personenauto,TOYOTA,TOYOTA AYGO,20091125,hatchback,WIT,Niet geregistreerd,3,805,905,20091125,20091125,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2009-11-25T00:00:00.000,2009-11-25T00:00:00.000,2009-11-25T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221125,,4,998,1190,9965,AB1,e11*2001/116*0236*07,KGB10(H),KGB10L-AHMGKW(1H),0,2022-11-25T00:00:00.000,A,,,
40,00KJX5,Personenauto,TOYOTA,TOYOTA AYGO,20210105,hatchback,WIT,Niet geregistreerd,3,795,895,20100114,20100114,Geen verstrekking in Open Data,Ja,2,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1180,0,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2021-01-05T00:00:00.000,2010-01-14T00:00:00.000,2010-01-14T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230123,,4,998,1180,10500,AB1,e11*2001/116*0236*07,KGB10(G),KGB10L-AGMGKW(1H),0,2023-01-23T00:00:00.000,A,,,
41,00KLP9,Personenauto,TOYOTA,TOYOTA AYGO,20151005,hatchback,WIT,Niet geregistreerd,3,805,905,20100106,20100106,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Ja,Nee,0,2022,Logisch,00,Ja,2015-10-05T00:00:00.000,2010-01-06T00:00:00.000,2010-01-06T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230124,,4,998,1190,9965,AB1,e11*2001/116*0236*07,KGB10(H),KGB10L-AHMGKW(1H),0,2023-01-24T00:00:00.000,A,,,
42,00KLX7,Personenauto,TOYOTA,TOYOTA PRIUS,20190218,hatchback,WIT,Niet geregistreerd,4,1345,1445,20100105,20100105,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2019-02-18T00:00:00.000,2010-01-05T00:00:00.000,2010-01-05T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230213,,5,1798,1805,36729,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(2A),0,2023-02-13T00:00:00.000,A,0.00,,
43,00KRF3,Personenauto,TOYOTA,TOYOTA PRIUS,20210730,hatchback,WIT,Niet geregistreerd,4,1345,1445,20100125,20100125,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2021-07-30T00:00:00.000,2010-01-25T00:00:00.000,2010-01-25T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230605,,5,1798,1805,26180,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(2A),0,2023-06-05T00:00:00.000,A,0.00,,
44,00KRZ9,Personenauto,TOYOTA,TOYOTA PRIUS,20140812,hatchback,WIT,Niet geregistreerd,4,1275,1375,20070910,20100225,Geen verstrekking in Open Data,Ja,4,4,0,0,445,0,M1,r. tegen schutbord onder motorkap,1725,0,0.00,270,Nee,Nee,Nee,0,2021,Geen oordeel,05,Ja,2014-08-12T00:00:00.000,2007-09-10T00:00:00.000,2010-02-25T00:00:00.000,0,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221003,5191,5,1497,1725,,,e11*2001/116*0200*04,NHW20(E),NHW20L-AHEEBW(1E),0,2022-10-03T00:00:00.000,A,,,
45,00KSL3,Personenauto,TOYOTA,TOYOTA PRIUS,20200529,hatchback,WIT,Niet geregistreerd,4,1345,1445,20100204,20100204,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2020-05-29T00:00:00.000,2010-02-04T00:00:00.000,2010-02-04T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230618,,5,1798,1805,35479,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(1A),0,2023-06-18T00:00:00.000,A,0.00,,
46,00KTX7,Personenauto,TOYOTA,TOYOTA AYGO,20120915,hatchback,WIT,Niet geregistreerd,3,805,905,20100220,20100220,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,0,0.06,234,Nee,Ja,Nee,0,2022,Logisch,00,Ja,2012-09-15T00:00:00.000,2010-02-20T00:00:00.000,2010-02-20T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230220,,4,998,1190,10690,AB1,e11*2001/116*0236*06,KGB10(H),KGB10L-AHMGKW(1G),0,2023-02-20T00:00:00.000,A,,,
47,00KVF3,Personenauto,TOYOTA,TOYOTA AYGO,20210628,hatchback,WIT,Niet geregistreerd,3,805,905,20100224,20100224,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2021-06-28T00:00:00.000,2010-02-24T00:00:00.000,2010-02-24T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230714,,4,998,1190,10690,AB1,e11*2001/116*0236*07,KGB10(H),KGB10L-AHMGKW(1H),0,2023-07-14T00:00:00.000,A,,,
48,00KVH2,Personenauto,TOYOTA,TOYOTA AYGO,20180127,hatchback,WIT,Niet geregistreerd,3,780,880,20100219,20100219,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Ja,Nee,0,2022,Logisch,00,Ja,2018-01-27T00:00:00.000,2010-02-19T00:00:00.000,2010-02-19T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230220,,4,998,1190,9465,AB1,e11*2001/116*0236*07,KGB10(H),KGB10L-AHMRKW(1H),0,2023-02-20T00:00:00.000,A,,,
49,00KVK6,Personenauto,TOYOTA,TOYOTA PRIUS,20191113,hatchback,WIT,Niet geregistreerd,4,1345,1445,20100301,20100301,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2019-11-13T00:00:00.000,2010-03-01T00:00:00.000,2010-03-01T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20221218,,5,1798,1805,32480,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(1A),0,2022-12-18T00:00:00.000,A,0.00,,
50,00KVR6,Personenauto,TOYOTA,TOYOTA AVENSIS,20210624,MPV,WIT,Niet geregistreerd,4,1385,1485,20100304,20100304,Geen verstrekking in Open Data,Ja,4,4,0,0,0,0,M1,r. bodemplaat by voorzitting,2000,1,0.07,270,Nee,Nee,Nee,3500,2022,Logisch,00,Ja,2021-06-24T00:00:00.000,2010-03-04T00:00:00.000,2010-03-04T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230311,6237,5,1798,2000,32274,T27,e11*2001/116*0331*02,ZRT271(W),ZRT271L-AWFEPW(2C),0,2023-03-11T00:00:00.000,B,,500,1500
51,00KZD9,Personenauto,TOYOTA,TOYOTA PRIUS,20220706,hatchback,WIT,Niet geregistreerd,4,1345,1445,20100322,20100322,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Ja,Nee,0,2022,Onlogisch,04,Ja,2022-07-06T00:00:00.000,2010-03-22T00:00:00.000,2010-03-22T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230704,,5,1798,1805,29180,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(1A),0,2023-07-04T00:00:00.000,A,0.00,,
52,00LBZ5,Personenauto,TOYOTA,TOYOTA IQ,20200630,coupe,WIT,Niet geregistreerd,3,835,935,20100331,20100331,Geen verstrekking in Open Data,Ja,2,4,0,0,299,0,M1,by dwarsbalk,1215,0,0.05,200,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2020-06-30T00:00:00.000,2010-03-31T00:00:00.000,2010-03-31T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230331,,4,998,1215,17150,AJ1(A),e6*2001/116*0119*02,KGJ10(G),KGJ10L-BGXNGW(2C),0,2023-03-31T00:00:00.000,B,,,
53,00LDV8,Personenauto,TOYOTA,TOYOTA AYGO,20210816,hatchback,WIT,Niet geregistreerd,3,805,905,20100419,20100419,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2021-08-16T00:00:00.000,2010-04-19T00:00:00.000,2010-04-19T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230419,,4,998,1190,10690,AB1,e11*2001/116*0236*07,KGB10(H),KGB10L-AHMGKW(1H),0,2023-04-19T00:00:00.000,A,,,
54,00LFL3,Personenauto,TOYOTA,TOYOTA AYGO,20200609,hatchback,WIT,Niet geregistreerd,3,805,905,20100401,20100401,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2020-06-09T00:00:00.000,2010-04-01T00:00:00.000,2010-04-01T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230610,,4,998,1190,10690,AB1,e11*2001/116*0236*07,KGB10(H),KGB10L-AHMGKW(1H),0,2023-06-10T00:00:00.000,A,,,
55,00LGF6,Personenauto,TOYOTA,TOYOTA IQ,20220319,coupe,WIT,Niet geregistreerd,3,835,935,20100414,20100414,Geen verstrekking in Open Data,Ja,2,4,0,0,299,0,M1,by dwarsbalk,1215,0,0.05,200,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2022-03-19T00:00:00.000,2010-04-14T00:00:00.000,2010-04-14T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230717,,4,998,1215,14990,AJ1(A),e6*2001/116*0119*02,KGJ10(G),KGJ10L-BGXNGW(2C),0,2023-07-17T00:00:00.000,B,,,
56,00LGL1,Personenauto,TOYOTA,TOYOTA AYGO,20200509,hatchback,WIT,Niet geregistreerd,3,780,880,20100415,20100415,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2020-05-09T00:00:00.000,2010-04-15T00:00:00.000,2010-04-15T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230415,,4,998,1190,9465,AB1,e11*2001/116*0236*07,KGB10(H),KGB10L-AHMRKW(1H),0,2023-04-15T00:00:00.000,A,,,
57,00LHT9,Personenauto,TOYOTA,TOYOTA PRIUS,20130904,hatchback,WIT,Niet geregistreerd,4,1345,1445,20100507,20100507,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2013-09-04T00:00:00.000,2010-05-07T00:00:00.000,2010-05-07T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230902,,5,1798,1805,32540,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(1A),0,2023-09-02T00:00:00.000,A,0.00,,
58,00LLF7,Personenauto,TOYOTA,TOYOTA RAV4,20190319,MPV,WIT,Niet geregistreerd,4,1480,1580,20100603,20100603,Geen verstrekking in Open Data,Ja,5,4,0,0,0,0,M1,op bodemplaat onder r. voorzitting,2110,0,0.07,256,Nee,Nee,Nee,3610,2022,Logisch,00,Ja,2019-03-19T00:00:00.000,2010-06-03T00:00:00.000,2010-06-03T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230603,7501,5,1987,2110,35780,XA3(A),e6*2001/116*0105*06,ZSA30(W),ZSA30L-BWXGPW(2G),0,2023-06-03T00:00:00.000,D,,750,1500
59,00LNG4,Personenauto,TOYOTA,TOYOTA AYGO,20100607,hatchback,WIT,Niet geregistreerd,3,780,880,20100607,20100607,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2010-06-07T00:00:00.000,2010-06-07T00:00:00.000,2010-06-07T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230222,,4,998,1190,9465,AB1,e11*2001/116*0236*07,KGB10(H),KGB10L-AHMRKW(1H),0,2023-02-22T00:00:00.000,A,,,
60,00LSH1,Personenauto,TOYOTA,TOYOTA AYGO,20170113,hatchback,WIT,Niet geregistreerd,3,795,895,20100622,20100622,Geen verstrekking in Open Data,Ja,2,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1180,1,0.06,234,Nee,Nee,Nee,0,2021,Logisch,00,Ja,2017-01-13T00:00:00.000,2010-06-22T00:00:00.000,2010-06-22T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230113,,4,998,1180,10500,AB1,e11*2001/116*0236*07,KGB10(G),KGB10L-AGMGKW(1H),0,2023-01-13T00:00:00.000,A,,,
61,00LTJ6,Personenauto,TOYOTA,TOYOTA PRIUS,20180120,hatchback,WIT,Niet geregistreerd,4,1345,1445,20100715,20100715,Geen verstrekking in Open Data,Ja,4,4,0,0,446,0,M1,by bodemplaat r. voorzitting,1805,0,0.00,270,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2018-01-20T00:00:00.000,2010-07-15T00:00:00.000,2010-07-15T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230715,,5,1798,1805,25990,XW3(A),e11*2001/116*0264*00,ZVW30(H),ZVW30L-AHXEBW(2A),0,2023-07-15T00:00:00.000,A,0.00,,
62,00LVT5,Personenauto,TOYOTA,TOYOTA AYGO,20120524,hatchback,WIT,Niet geregistreerd,3,780,880,20100906,20100906,Geen verstrekking in Open Data,Ja,4,4,0,0,342,0,M1,r. op bodemplaat by voorzitting,1190,1,0.06,234,Nee,Nee,Nee,0,2022,Logisch,00,Ja,2012-05-24T00:00:00.000,2010-09-06T00:00:00.000,2010-09-06T00:00:00.000,,https://opendata.rdw.nl/resource/3huj-srit.json,https://opendata.rdw.nl/resource/8ys7-d773.json,https://opendata.rdw.nl/resource/vezc-m2t6.json,https://opendata.rdw.nl/resource/jhie-znh9.json,https://opendata.rdw.nl/resource/kmfi-hrps.json,20230906,,4,998,1190,9465,AB1,e11*2001/116*0236*07,KGB10(H),KGB10L-AHMRKW(1H),0,2023-09-06T00:00:00.000,A,,,
