;kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_ondersteunende_snelheid;oplegger_geremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;type_gasinstallatie;maximum_trekken_massa_geremd;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
441;7VVH85;Bedrijfsauto;MERCEDES-BENZ;VITO;20230222;20120424;9175;gesloten opbouw;6;N.v.t.;N.v.t.;4;2143;1938;2800;2038;750;20120424;20120424;Geen verstrekking in Open Data;37274;Ja;862;2000;2000;0;4;0;0;501;191;N1;schutbord motorruimte;2800;639/4;e1*2007/46*0458*02;VAA11280N;2M4D1R23;0;0.03;320;Nee;Nee;Nee;4600;0;2022;Logisch;00;Ja;2023-02-22T00:00:00.000;2012-04-24T00:00:00.000;2012-04-24T00:00:00.000;2012-04-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
442;7VVH87;Bedrijfsauto;MERCEDES-BENZ;VITO;20230417;20120417;8709;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;1800;2500;1900;750;20120417;20120417;Geen verstrekking in Open Data;35337;Ja;700;2000;2000;0;4;0;0;476;191;N1;schutbord motorruimte;2500;639/4;e1*2007/46*0458*02;VAA71250N;1M3A1R23;0;0.05;320;Nee;Ja;Nee;4500;0;2022;Logisch;00;Ja;2023-04-17T00:00:00.000;2012-04-17T00:00:00.000;2012-04-17T00:00:00.000;2012-04-17T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
443;7VVH88;Bedrijfsauto;MERCEDES-BENZ;SPRINTER;20230416;20171107;10363;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;2128;3200;2228;750;20120416;20120416;Geen verstrekking in Open Data;42720;Ja;1072;2000;2000;0;4;0;0;591;199;N1;schutbord motorruimte;3200;906BB35;e1*2007/46*0301*04;LMMA1320N;MEE2KUA3;0;0.03;367;Nee;Nee;Nee;5200;0;2022;Logisch;00;Ja;2023-04-16T00:00:00.000;2017-11-07T00:00:00.000;2012-04-16T00:00:00.000;2012-04-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
444;7VVH91;Bedrijfsauto;MERCEDES-BENZ;VITO;20230121;20190125;11512;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;1942;2800;2042;750;20120413;20120413;Geen verstrekking in Open Data;46988;Ja;858;2000;2000;0;4;0;0;524;191;N1;schutbord motorruimte;2800;639/4;e1*2007/46*0458*02;VAA71280N;3A2B1S23;0;0.05;343;Nee;Ja;Nee;4800;0;2021;Logisch;00;Ja;2023-01-21T00:00:00.000;2019-01-25T00:00:00.000;2012-04-13T00:00:00.000;2012-04-13T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
445;7VVH92;Bedrijfsauto;MERCEDES-BENZ;SPRINTER;20220926;20120412;11381;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;2101;2800;2201;750;20120412;20120412;Geen verstrekking in Open Data;46445;Ja;699;2000;2000;0;4;0;0;591;199;N1;schutbord motorruimte;2800;906BB30;e1*2007/46*0279*03;LMMC1280N;MCC1KUA3;0;0.04;367;Nee;Nee;Nee;4800;0;2021;Logisch;00;Ja;2022-09-26T00:00:00.000;2012-04-12T00:00:00.000;2012-04-12T00:00:00.000;2012-04-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
446;7VVH94;Bedrijfsauto;MERCEDES-BENZ;SPRINTER;20230424;20220713;12692;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;2174;3500;2274;750;20120424;20120424;Geen verstrekking in Open Data;52399;Ja;1326;2800;2800;0;4;0;0;591;199;N1;schutbord motorruimte;3500;906BB35;e1*2007/46*0301*02;LMMC1350N;MCC2K5B3;0;0.04;367;Nee;Nee;Nee;6300;0;2022;Logisch;00;Ja;2023-04-24T00:00:00.000;2022-07-13T00:00:00.000;2012-04-24T00:00:00.000;2012-04-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
447;7VVH97;Bedrijfsauto;FORD;TRANSIT 260S VAN 115DPF 4.36;20230811;20161013;8479;gesloten opbouw;3;N.v.t.;N.v.t.;4;2198;1670;2600;1770;750;20120416;20120416;Geen verstrekking in Open Data;34421;Ja;930;2000;2000;0;4;0;0;0;197;N1;tegen r. voorwielscherm v. vooras;2600;0;0;0;0;0;0.05;293;Nee;Nee;Nee;4600;0;2022;Logisch;00;Ja;2023-08-11T00:00:00.000;2016-10-13T00:00:00.000;2012-04-16T00:00:00.000;2012-04-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
448;7VVH98;Bedrijfsauto;FORD;TRANSIT/TOURNEO;20230211;20190215;8233;gesloten opbouw;3;N.v.t.;N.v.t.;4;2198;1730;2625;1830;750;20120424;20120424;Geen verstrekking in Open Data;33402;Ja;895;2000;2000;0;4;0;0;0;197;N1;r. voorwielscherm by vooras;2625;FAE6;e1*2007/46*0243*02;DRFA1A;A3ESDF;0;0.04;293;Nee;Nee;Nee;4625;0;2022;Logisch;00;Ja;2023-02-11T00:00:00.000;2019-02-15T00:00:00.000;2012-04-24T00:00:00.000;2012-04-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
449;7VVJ05;Bedrijfsauto;VOLKSWAGEN;CADDY;20230708;20120423;5924;gesloten opbouw;2;N.v.t.;N.v.t.;4;1598;1397;2159;1497;650;20120423;20120423;Geen verstrekking in Open Data;23762;Ja;762;1400;1400;0;4;0;0;441;179;N1;r. a. kofferruimte;2159;2KN;e1*2007/46*0217*10;BBCAYEX01;N0J2FM5FM5A4056N1E27MQG2N;0;0.04;268;Nee;Nee;Nee;3550;0;2022;Logisch;00;Ja;2023-07-08T00:00:00.000;2012-04-23T00:00:00.000;2012-04-23T00:00:00.000;2012-04-23T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
450;7VVJ06;Bedrijfsauto;VOLKSWAGEN;CADDY;20221215;20210207;6259;gesloten opbouw;2;N.v.t.;N.v.t.;4;1598;1399;2159;1499;650;20120419;20120419;Geen verstrekking in Open Data;25620;Ja;760;1400;1400;0;4;0;0;441;179;N1;r. a. kofferruimte;2159;2KN;e1*2007/46*0217*10;BBCAYEX01;N0J2FM5FM5A4056N1E27MQG2N;0;0.04;268;Nee;Nee;Nee;3550;0;2021;Logisch;00;Ja;2022-12-15T00:00:00.000;2021-02-07T00:00:00.000;2012-04-19T00:00:00.000;2012-04-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
451;7VVJ09;Bedrijfsauto;VOLKSWAGEN;CADDY;20201016;20200324;6896;gesloten opbouw;2;N.v.t.;N.v.t.;4;1598;1443;2238;1543;700;20120418;20120418;Geen verstrekking in Open Data;27804;Nee;795;1500;1500;0;4;0;0;488;179;N1;r. a. kofferruimte;2238;2KN;e1*2007/46*0217*10;BBCAYDX01;L0J7FM5FM5A4057N1E27MQG2O;0;0.05;301;Nee;Nee;Nee;3650;0;2019;Logisch;00;Nee;2020-10-16T00:00:00.000;2020-03-24T00:00:00.000;2012-04-18T00:00:00.000;2012-04-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
452;7VVJ10;Bedrijfsauto;VOLKSWAGEN;TRANSPORTER;20230421;20120420;10844;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;1813;2800;1913;750;20120420;20120420;Geen verstrekking in Open Data;44312;Ja;987;2500;2500;0;4;0;0;489;190;N1;r. schutbord motorruimte;2800;7J0;e1*2007/46*0130*07;GCAAC280X0;NNFM6500816NVR07MGG3RS;0;0.05;300;Nee;Nee;Nee;5200;0;2022;Logisch;00;Ja;2023-04-21T00:00:00.000;2012-04-20T00:00:00.000;2012-04-20T00:00:00.000;2012-04-20T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
453;7VVJ11;Bedrijfsauto;VOLKSWAGEN;CADDY;20230426;20180125;5681;gesloten opbouw;2;N.v.t.;N.v.t.;4;1598;1393;2159;1493;650;20120423;20120423;Geen verstrekking in Open Data;22751;Ja;766;1400;1400;0;4;0;0;441;179;N1;r. a. kofferruimte;2159;2KN;e1*2007/46*0217*10;BBCAYEX01;N0J2FM5FM5A4056N1S27MQG2N;0;0.04;268;Nee;Nee;Nee;3550;0;2022;Onlogisch;04;Ja;2023-04-26T00:00:00.000;2018-01-25T00:00:00.000;2012-04-23T00:00:00.000;2012-04-23T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
454;7VVJ12;Bedrijfsauto;VOLKSWAGEN;CADDY;20230308;20200221;6403;gesloten opbouw;2;N.v.t.;N.v.t.;4;1598;1401;2159;1501;650;20120420;20120420;Geen verstrekking in Open Data;25752;Ja;758;1400;1400;0;4;0;0;441;179;N1;r. a. kofferruimte;2159;2KN;e1*2007/46*0217*10;BBCAYEX01;N0J2FM5FM5A4056N1S27MQG2N;0;0.04;268;Nee;Nee;Nee;3550;0;2022;Logisch;00;Ja;2023-03-08T00:00:00.000;2020-02-21T00:00:00.000;2012-04-20T00:00:00.000;2012-04-20T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
455;7VVJ13;Bedrijfsauto;VOLKSWAGEN;CADDY;20230607;20200909;6791;gesloten opbouw;2;N.v.t.;N.v.t.;4;1598;1396;2159;1496;700;20120516;20120516;Geen verstrekking in Open Data;27366;Ja;763;1500;1500;0;4;0;0;441;179;N1;r. a. kofferruimte;2159;2KN;e1*2007/46*0217*10;BBCAYDX01;N0J2FM5FM5A4056N1S27MQG2N;0;0.05;268;Nee;Nee;Nee;3650;0;2022;Logisch;00;Ja;2023-06-07T00:00:00.000;2020-09-09T00:00:00.000;2012-05-16T00:00:00.000;2012-05-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
456;7VVJ16;Bedrijfsauto;VOLKSWAGEN;CADDY;20230419;20220704;7264;gesloten opbouw;2;N.v.t.;N.v.t.;4;1598;1426;1926;1526;700;20120419;20120419;Geen verstrekking in Open Data;29475;Ja;500;1500;1500;0;4;0;0;441;179;N1;r. a. kofferruimte;2159;2KN;e1*2007/46*0217*10;BBCAYDX01;N0J2FM5FM5A4057N1E27MQG2O;0;0.05;268;Nee;Nee;Nee;3426;0;2022;Logisch;00;Ja;2023-04-19T00:00:00.000;2022-07-04T00:00:00.000;2012-04-19T00:00:00.000;2012-04-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
457;7VVJ17;Bedrijfsauto;VOLKSWAGEN;CADDY;20230430;20220420;7264;gesloten opbouw;2;N.v.t.;N.v.t.;4;1598;1426;2159;1526;700;20120419;20120419;Geen verstrekking in Open Data;29475;Ja;733;1500;1500;0;4;0;0;441;179;N1;r. a. kofferruimte;2159;2KN;e1*2007/46*0217*10;BBCAYDX01;N0J2FM5FM5A4057N1E27MQG2O;0;0.05;268;Nee;Nee;Nee;3650;0;2022;Logisch;00;Ja;2023-04-30T00:00:00.000;2022-04-20T00:00:00.000;2012-04-19T00:00:00.000;2012-04-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
458;7VVJ19;Bedrijfsauto;VOLKSWAGEN;CADDY;20221002;20200812;6864;gesloten opbouw;2;N.v.t.;N.v.t.;4;1598;1455;2238;1555;700;20120418;20120418;Geen verstrekking in Open Data;27873;Ja;783;1500;1500;0;4;0;0;488;179;N1;r. a. kofferruimte;2238;2KN;e1*2007/46*0217*10;BBCAYDX01;L0J7FM5FM5A4056N1S27MQG2O;0;0.05;301;Nee;Nee;Nee;3650;0;2021;Logisch;00;Ja;2022-10-02T00:00:00.000;2020-08-12T00:00:00.000;2012-04-18T00:00:00.000;2012-04-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
459;7VVJ20;Bedrijfsauto;VOLKSWAGEN;CRAFTER;20230208;20120418;10265;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;2008;3200;2108;750;20120418;20120418;Geen verstrekking in Open Data;41805;Ja;1192;2800;2800;0;4;0;0;525;199;N1;r. motorruimte;3200;2EKE2;e1*2007/46*0514*03;LN4C1320N;NED24TB3;0;0.05;325;Nee;Nee;Nee;6000;0;2022;Onlogisch;04;Ja;2023-02-08T00:00:00.000;2012-04-18T00:00:00.000;2012-04-18T00:00:00.000;2012-04-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
460;7VVJ21;Bedrijfsauto;VOLKSWAGEN;CRAFTER;20230413;20200812;10265;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;2008;3200;2108;750;20120418;20120418;Geen verstrekking in Open Data;41805;Ja;1192;2800;2800;0;4;0;0;525;199;N1;r. motorruimte;3200;2EKE2;e1*2007/46*0514*03;LN4C1320N;NED24TB3;0;0.05;325;Nee;Nee;Nee;6000;0;2022;Logisch;00;Ja;2023-04-13T00:00:00.000;2020-08-12T00:00:00.000;2012-04-18T00:00:00.000;2012-04-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
461;7VVJ22;Bedrijfsauto;VOLKSWAGEN;CADDY;20230418;20171102;5954;gesloten opbouw;2;N.v.t.;N.v.t.;4;1598;1393;2159;1493;650;20120418;20120418;Geen verstrekking in Open Data;24351;Ja;766;1400;1400;0;4;0;0;441;179;N1;r. a. kofferruimte;2159;2KN;e1*2007/46*0217*10;BBCAYEX01;N0J2FM5FM5A4056N1S27MQG2N;0;0.04;268;Nee;Nee;Nee;3550;0;2022;Logisch;00;Ja;2023-04-18T00:00:00.000;2017-11-02T00:00:00.000;2012-04-18T00:00:00.000;2012-04-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
462;7VVJ23;Bedrijfsauto;VOLKSWAGEN;CADDY;20230217;20220307;5954;gesloten opbouw;2;N.v.t.;N.v.t.;4;1598;1393;2159;1493;650;20120418;20120418;Geen verstrekking in Open Data;24351;Ja;766;1400;1400;0;4;0;0;441;179;N1;r. a. kofferruimte;2159;2KN;e1*2007/46*0217*10;BBCAYEX01;N0J2FM5FM5A4056N1S27MQG2N;0;0.04;268;Ja;Nee;Nee;3550;0;2022;Logisch;00;Nee;2023-02-17T00:00:00.000;2022-03-07T00:00:00.000;2012-04-18T00:00:00.000;2012-04-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
463;7VVJ24;Bedrijfsauto;VOLKSWAGEN;CRAFTER;20230420;20181220;13040;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;2091;3500;2191;750;20120420;20120420;Geen verstrekking in Open Data;53339;Ja;1409;2800;2800;0;4;0;0;591;199;N1;r. motorruimte;3500;2EKE2;e1*2007/46*0514*03;LM4D1350E;MEB2KUB3;0;0.05;367;Nee;Nee;Nee;6300;0;2022;Logisch;00;Ja;2023-04-20T00:00:00.000;2018-12-20T00:00:00.000;2012-04-20T00:00:00.000;2012-04-20T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
464;7VVJ25;Bedrijfsauto;VOLKSWAGEN;CADDY;20221220;20210504;7450;gesloten opbouw;2;N.v.t.;N.v.t.;4;1598;1411;2175;1511;700;20120419;20120419;Geen verstrekking in Open Data;30105;Ja;764;1500;1500;0;4;0;0;441;179;N1;r. a. kofferruimte;2175;2KN;e1*2007/46*0217*09;BBCAYDX01;N0J2FM5FM5A4057N1E27MGG2O;0;0.05;268;Nee;Ja;Nee;3650;0;2021;Logisch;00;Ja;2022-12-20T00:00:00.000;2021-05-04T00:00:00.000;2012-04-19T00:00:00.000;2012-04-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
465;7VVJ26;Bedrijfsauto;VOLKSWAGEN;CADDY;20230419;20220222;5843;gesloten opbouw;2;N.v.t.;N.v.t.;4;1598;1393;2159;1493;650;20120419;20120419;Geen verstrekking in Open Data;23425;Ja;766;1400;1400;0;4;0;0;441;179;N1;r. a. kofferruimte;2159;2KN;e1*2007/46*0217*10;BBCAYEX01;N0J2FM5FM5A4056N1S27MQG2N;0;0.04;268;Nee;Nee;Nee;3550;0;2022;Logisch;00;Ja;2023-04-19T00:00:00.000;2022-02-22T00:00:00.000;2012-04-19T00:00:00.000;2012-04-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
466;7VVJ28;Bedrijfsauto;VOLKSWAGEN;TRANSPORTER;20230824;20180725;9471;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;1829;2329;1929;750;20120418;20120418;Geen verstrekking in Open Data;38507;Ja;500;2200;2200;0;4;0;0;529;190;N1;r. schutbord motorruimte;2800;7J0;e1*2007/46*0130*07;GCAAA280X0;LNFM52Z1116NVR27MGG3RS;0;0.03;340;Nee;Nee;Nee;4529;0;2022;Logisch;00;Ja;2023-08-24T00:00:00.000;2018-07-25T00:00:00.000;2012-04-18T00:00:00.000;2012-04-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
467;7VVJ32;Bedrijfsauto;VOLKSWAGEN;TRANSPORTER;20230508;20200908;7665;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;1753;2600;1853;750;20120426;20120426;Geen verstrekking in Open Data;31000;Ja;847;2200;2200;0;4;0;0;489;190;N1;r. schutbord motorruimte;2600;7J0;e1*2007/46*0130*07;GCAAA260X0;NNFM52Z1116NVR07MGG3RS;0;0.03;300;Nee;Nee;Nee;4800;0;2022;Onlogisch;04;Ja;2023-05-08T00:00:00.000;2020-09-08T00:00:00.000;2012-04-26T00:00:00.000;2012-04-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
468;7VVJ33;Bedrijfsauto;VOLKSWAGEN;TRANSPORTER;20230503;20180423;7665;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;1753;2600;1853;750;20120426;20120426;Geen verstrekking in Open Data;31000;Ja;847;2200;2200;0;4;0;0;489;190;N1;r. schutbord motorruimte;2600;7J0;e1*2007/46*0130*07;GCAAA260X0;NNFM52Z1116NVR07MGG3RS;0;0.03;300;Nee;Nee;Nee;4800;0;2022;Logisch;00;Ja;2023-05-03T00:00:00.000;2018-04-23T00:00:00.000;2012-04-26T00:00:00.000;2012-04-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
469;7VVJ35;Bedrijfsauto;VOLKSWAGEN;CADDY;20230419;20120419;5364;gesloten opbouw;2;N.v.t.;N.v.t.;4;1598;1399;2159;1499;650;20120419;20120419;Geen verstrekking in Open Data;21434;Ja;760;1400;1400;0;4;0;0;441;179;N1;r. a. kofferruimte;2159;2KN;e1*2007/46*0217*10;BBCAYEX01;N0J2FM5FM5A4056N1E27MQG2N;0;0.04;268;Nee;Nee;Nee;3550;0;2022;Logisch;00;Ja;2023-04-19T00:00:00.000;2012-04-19T00:00:00.000;2012-04-19T00:00:00.000;2012-04-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
