;kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_ondersteunende_snelheid;oplegger_geremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;type_gasinstallatie;maximum_trekken_massa_geremd;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
411;7VVH36;Bedrijfsauto;RENAULT;TRAFIC;20221103;20181011;9099;gesloten opbouw;6;N.v.t.;N.v.t.;4;1995;1888;2950;1988;750;20120420;20120420;Geen verstrekking in Open Data;37038;Ja;1062;2000;2000;0;4;0;0;478;190;N1;r. deurdorpel;2950;L;e2*2007/46*0014*14;FLB1;FLB1AE;0;0.04;310;Nee;Nee;Nee;4950;0;2021;Logisch;00;Ja;2022-11-03T00:00:00.000;2018-10-11T00:00:00.000;2012-04-20T00:00:00.000;2012-04-20T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
412;7VVH38;Bedrijfsauto;RENAULT;TRAFIC;20230427;20180509;0;gesloten opbouw;4;N.v.t.;N.v.t.;4;1995;2075;3030;2175;750;20120427;20120427;Geen verstrekking in Open Data;11231;Ja;955;2000;2000;0;4;0;0;518;190;N1;r. deurdorpel;3030;L;e2*2007/46*0014*13;FLB1;FLB1BE;0;0.04;350;Nee;Nee;Nee;5030;0;2022;Logisch;00;Ja;2023-04-27T00:00:00.000;2018-05-09T00:00:00.000;2012-04-27T00:00:00.000;2012-04-27T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
413;7VVH39;Bedrijfsauto;RENAULT;TRAFIC;20230417;20120417;9216;gesloten opbouw;3;N.v.t.;N.v.t.;4;1995;1843;3030;1943;750;20120417;20120417;Geen verstrekking in Open Data;37524;Ja;1187;2000;2000;0;4;0;0;518;190;N1;r. deurdorpel;3030;L;e2*2007/46*0014*14;FLB1;FLB1BE;0;0.04;350;Nee;Nee;Nee;5030;0;2022;Logisch;00;Ja;2023-04-17T00:00:00.000;2012-04-17T00:00:00.000;2012-04-17T00:00:00.000;2012-04-17T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
414;7VVH41;Bedrijfsauto;RENAULT;TRAFIC;20230421;20141218;10324;gesloten opbouw;6;N.v.t.;N.v.t.;4;1995;1955;3030;2055;750;20120420;20120420;Geen verstrekking in Open Data;42129;Ja;1075;2000;2000;0;4;0;0;518;190;N1;r. deurdorpel;3030;L;e2*2007/46*0014*14;FLB1;FLB1BF;0;0.04;350;Nee;Nee;Nee;5030;0;2022;Logisch;00;Ja;2023-04-21T00:00:00.000;2014-12-18T00:00:00.000;2012-04-20T00:00:00.000;2012-04-20T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
415;7VVH43;Bedrijfsauto;RENAULT;KANGOO EXPRESS Z.E;20230616;20200616;0;gesloten opbouw;2;N.v.t.;N.v.t.;0;0;1470;2126;1570;374;20120427;20120427;Geen verstrekking in Open Data;31222;Ja;656;374;374;0;4;0;0;421;183;N1;r. voorwielscherm;2126;FW;e2*2007/46*0089*02;FW0Z;FW0ZBC;0;0.03;270;Nee;Nee;Nee;2500;0;2022;Logisch;00;Ja;2023-06-16T00:00:00.000;2020-06-16T00:00:00.000;2012-04-27T00:00:00.000;2012-04-27T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
416;7VVH44;Bedrijfsauto;RENAULT;KANGOO EXPRESS Z.E;20230427;20200312;0;gesloten opbouw;2;N.v.t.;N.v.t.;0;0;1470;2126;1570;374;20120427;20120427;Geen verstrekking in Open Data;31222;Ja;656;374;374;0;4;0;0;421;183;N1;r. voorwielscherm;2126;FW;e2*2007/46*0089*02;FW0Z;FW0ZBC;0;0.03;270;Nee;Nee;Nee;2500;0;2022;Logisch;00;Ja;2023-04-27T00:00:00.000;2020-03-12T00:00:00.000;2012-04-27T00:00:00.000;2012-04-27T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
417;7VVH45;Bedrijfsauto;RENAULT;KANGOO;20230507;20131106;5491;gesloten opbouw;2;N.v.t.;N.v.t.;4;1461;1320;1936;1420;630;20120413;20120413;Geen verstrekking in Open Data;22042;Ja;616;1050;1050;0;4;0;0;421;183;N1;r. voorwielscherm;1936;W;e2*2007/46*0006*13;FW14;FW14B5;1;0.04;270;Nee;Nee;Nee;2986;0;2022;Logisch;00;Ja;2023-05-07T00:00:00.000;2013-11-06T00:00:00.000;2012-04-13T00:00:00.000;2012-04-13T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
418;7VVH47;Bedrijfsauto;RENAULT;KANGOO;20230822;20190705;5723;gesloten opbouw;2;N.v.t.;N.v.t.;4;1461;1331;1936;1431;630;20120425;20120425;Geen verstrekking in Open Data;23006;Ja;605;1050;1050;0;4;0;0;421;183;N1;r. voorwielscherm;1936;W;e2*2007/46*0006*15;FW14;FW14B5;0;0.04;270;Nee;Nee;Nee;2986;0;2022;Logisch;00;Ja;2023-08-22T00:00:00.000;2019-07-05T00:00:00.000;2012-04-25T00:00:00.000;2012-04-25T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
419;7VVH48;Bedrijfsauto;RENAULT;KANGOO;20230130;20200506;5555;gesloten opbouw;2;N.v.t.;N.v.t.;4;1461;1323;1936;1423;630;20120419;20120419;Geen verstrekking in Open Data;22308;Ja;613;1050;1050;0;4;0;0;421;183;N1;r. voorwielscherm;1936;W;e2*2007/46*0006*15;FW14;FW14B5;0;0.04;270;Nee;Nee;Nee;2986;0;2022;Logisch;00;Ja;2023-01-30T00:00:00.000;2020-05-06T00:00:00.000;2012-04-19T00:00:00.000;2012-04-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
420;7VVH49;Bedrijfsauto;RENAULT;KANGOO;20230829;20150828;5555;gesloten opbouw;2;N.v.t.;N.v.t.;4;1461;1323;1936;1423;630;20120419;20120419;Geen verstrekking in Open Data;22308;Ja;613;1050;1050;0;4;0;0;421;183;N1;r. voorwielscherm;1936;W;e2*2007/46*0006*15;FW14;FW14B5;0;0.04;270;Nee;Nee;Nee;2986;0;2022;Logisch;00;Ja;2023-08-29T00:00:00.000;2015-08-28T00:00:00.000;2012-04-19T00:00:00.000;2012-04-19T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
421;7VVH50;Bedrijfsauto;RENAULT;KANGOO;20230201;20190122;5915;gesloten opbouw;2;N.v.t.;N.v.t.;4;1461;1328;1936;1428;630;20120423;20120423;Geen verstrekking in Open Data;23806;Ja;608;1050;1050;0;4;0;0;421;183;N1;r. voorwielscherm;1936;W;e2*2007/46*0006*14;FW15;FW15B5;0;0.05;270;Nee;Nee;Nee;2986;0;2022;Logisch;00;Ja;2023-02-01T00:00:00.000;2019-01-22T00:00:00.000;2012-04-23T00:00:00.000;2012-04-23T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
422;7VVH54;Bedrijfsauto;RENAULT;MASTER;20221118;20191202;10984;gesloten opbouw;3;N.v.t.;N.v.t.;4;2299;1994;3500;2094;750;20120508;20120508;Geen verstrekking in Open Data;44873;Ja;1506;2500;2500;0;4;0;0;555;207;N1;r. deurdorpel;3500;MA;e2*2007/46*0016*12;MAFED;MAFEDC;0;0.04;368;Nee;Nee;Nee;6000;0;2021;Logisch;00;Ja;2022-11-18T00:00:00.000;2019-12-02T00:00:00.000;2012-05-08T00:00:00.000;2012-05-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
423;7VVH55;Bedrijfsauto;RENAULT;MASTER;20221218;20181220;10984;gesloten opbouw;3;N.v.t.;N.v.t.;4;2299;1994;3500;2094;750;20120510;20120510;Geen verstrekking in Open Data;44873;Ja;1506;2500;2500;0;4;0;0;555;207;N1;r. deurdorpel;3500;MA;e2*2007/46*0016*12;MAFED;MAFEDC;0;0.04;368;Nee;Nee;Nee;6000;0;2022;Logisch;00;Ja;2022-12-18T00:00:00.000;2018-12-20T00:00:00.000;2012-05-10T00:00:00.000;2012-05-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
424;7VVH57;Bedrijfsauto;RENAULT;MASTER;20230603;20210102;10890;gesloten opbouw;6;N.v.t.;N.v.t.;4;2299;2117;3500;2217;750;20120529;20120529;Geen verstrekking in Open Data;44481;Ja;1383;2500;2500;0;4;0;0;555;207;N1;r. deurdorpel;3500;MA;e2*2007/46*0016*13;MAFED;MAFEDC;0;0.04;368;Nee;Nee;Nee;6000;0;2022;Logisch;00;Ja;2023-06-03T00:00:00.000;2021-01-02T00:00:00.000;2012-05-29T00:00:00.000;2012-05-29T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
425;7VVH58;Bedrijfsauto;FUSO;CANTER;20230806;20120509;12069;gesloten opbouw;3;N.v.t.;N.v.t.;4;2998;2760;3500;2860;750;20120412;20120412;Geen verstrekking in Open Data;31290;Ja;740;3500;3500;0;4;0;0;0;220;N1;r. balk by vooras;3500;0;0;0;0;0;0.04;340;Nee;Ja;Nee;7000;0;2022;Logisch;00;Ja;2023-08-06T00:00:00.000;2012-05-09T00:00:00.000;2012-04-12T00:00:00.000;2012-04-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
426;7VVH60;Bedrijfsauto;CHEVROLET;CHEVY VAN 30;20130525;20120411;0;gesloten opbouw;2;N.v.t.;N.v.t.;8;5700;2055;3500;2155;750;19831005;20120411;Geen verstrekking in Open Data;0;Nee;1445;1700;1700;0;4;0;0;0;212;N1;r. balk a. vooras;3500;0;0;0;0;0;0.07;230;Nee;Nee;Nee;5200;0;2012;Geen oordeel;05;Ja;2013-05-25T00:00:00.000;2012-04-11T00:00:00.000;1983-10-05T00:00:00.000;2012-04-11T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
427;7VVH61;Bedrijfsauto;CITROEN;JUMPY;20231025;20171031;7730;gesloten opbouw;3;N.v.t.;N.v.t.;4;1997;1714;2698;1814;750;20120420;20120420;Geen verstrekking in Open Data;31321;Ja;984;2000;2000;0;4;0;0;0;190;N1;r. watergoot;2698;X;e2*2007/46*0045*06;SAHZ;8;0;0.05;300;Nee;Nee;Nee;4698;0;2022;Logisch;00;Ja;2023-10-25T00:00:00.000;2017-10-31T00:00:00.000;2012-04-20T00:00:00.000;2012-04-20T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
428;7VVH64;Bedrijfsauto;PEUGEOT;EXPERT;20230719;20170718;8284;gesloten opbouw;3;N.v.t.;N.v.t.;4;1997;1714;2898;1814;750;20120416;20120416;Geen verstrekking in Open Data;33580;Ja;1184;2000;2000;0;4;0;0;0;190;N1;r. watergoot;2898;X;e2*2007/46*0046*03;TAHZ;8;0;0.05;300;Nee;Nee;Nee;4898;0;2022;Logisch;00;Ja;2023-07-19T00:00:00.000;2017-07-18T00:00:00.000;2012-04-16T00:00:00.000;2012-04-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
429;7VVH65;Bedrijfsauto;PEUGEOT;PEUGEOT BOXER;20230418;20121228;9036;gesloten opbouw;3;N.v.t.;N.v.t.;4;2198;1979;3000;2079;750;20120418;20120418;Geen verstrekking in Open Data;36700;Ja;1021;2500;2500;0;4;0;0;541;205;N1;r. voorwielscherm;3000;Y;e3*2007/46*0045*00;ABMFB;EX;0;0.04;345;Nee;Nee;Nee;5500;0;2022;Logisch;00;Ja;2023-04-18T00:00:00.000;2012-12-28T00:00:00.000;2012-04-18T00:00:00.000;2012-04-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
430;7VVH70;Bedrijfsauto;PEUGEOT;PARTNER;20220921;20170905;5692;gesloten opbouw;3;N.v.t.;N.v.t.;4;1560;1360;1960;1460;695;20120418;20120418;Geen verstrekking in Open Data;22800;Ja;600;1160;1160;0;4;0;0;438;181;N1;r. schroefveerkoker;1960;7;e2*2007/46*0001*10;B9HF;0/1S;0;0.05;273;Nee;Nee;Nee;3150;0;2022;Logisch;00;Ja;2022-09-21T00:00:00.000;2017-09-05T00:00:00.000;2012-04-18T00:00:00.000;2012-04-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
431;7VVH72;Bedrijfsauto;IVECO;40C/35;20221119;20200708;14154;opleggertrekker;3;N.v.t.;N.v.t.;4;2998;1910;3500;2010;0;20120410;20120410;Geen verstrekking in Open Data;57970;Ja;0;0;0;0;4;0;0;0;203;N1;r. balk by vooras;3500;0;0;0;0;0;0.07;300;Nee;Nee;Nee;10000;0;2021;Logisch;00;Ja;2022-11-19T00:00:00.000;2020-07-08T00:00:00.000;2012-04-10T00:00:00.000;2012-04-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;7950;20140412;2014-04-12T00:00:00.000;0;0;0;0;0
432;7VVH74;Bedrijfsauto;IVECO;40C/35;20230914;20220223;12804;opleggertrekker;3;N.v.t.;N.v.t.;4;2998;1960;3500;2060;0;20120410;20120410;Geen verstrekking in Open Data;52359;Ja;0;0;0;0;4;0;0;0;203;N1;r. balk by vooras;3500;0;0;0;0;0;0.06;300;Nee;Nee;Nee;7490;0;2022;Logisch;00;Ja;2023-09-14T00:00:00.000;2022-02-23T00:00:00.000;2012-04-10T00:00:00.000;2012-04-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;5490;0;0;0;0;0;0;0
433;7VVH75;Bedrijfsauto;IVECO;40C/35;20230529;20190527;12804;opleggertrekker;3;N.v.t.;N.v.t.;4;2998;1970;3500;2070;0;20120410;20120410;Geen verstrekking in Open Data;52359;Ja;0;0;0;0;4;0;0;0;203;N1;r. balk by vooras;3500;0;0;0;0;0;0.06;300;Nee;Nee;Nee;7490;0;2022;Logisch;00;Ja;2023-05-29T00:00:00.000;2019-05-27T00:00:00.000;2012-04-10T00:00:00.000;2012-04-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;5490;20230506;2023-05-06T00:00:00.000;0;0;0;0;0
434;7VVH76;Bedrijfsauto;IVECO;35C17;20230914;20200702;12721;opleggertrekker;3;N.v.t.;N.v.t.;4;2998;1920;3500;2020;0;20120410;20120410;Geen verstrekking in Open Data;52015;Ja;0;0;0;0;4;0;0;0;203;N1;r. balk by vooras;3500;0;0;0;0;0;0.06;300;Nee;Nee;Nee;10000;0;2022;Logisch;00;Ja;2023-09-14T00:00:00.000;2020-07-02T00:00:00.000;2012-04-10T00:00:00.000;2012-04-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;7900;20140418;2014-04-18T00:00:00.000;0;0;0;0;0
435;7VVH77;Bedrijfsauto;IVECO;40C/35;20230416;20211230;12721;opleggertrekker;3;N.v.t.;N.v.t.;4;2998;1900;3500;2000;0;20120410;20120410;Geen verstrekking in Open Data;52885;Ja;0;0;0;0;4;0;0;0;203;N1;r. balk by vooras;3500;0;0;0;0;0;0.06;300;Nee;Nee;Nee;10000;0;2022;Logisch;00;Ja;2023-04-16T00:00:00.000;2021-12-30T00:00:00.000;2012-04-10T00:00:00.000;2012-04-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;8000;20220305;2022-03-05T00:00:00.000;0;0;0;0;0
436;7VVH79;Bedrijfsauto;VOLKSWAGEN;CRAFTER;20230301;20210624;11865;gesloten opbouw;3;N.v.t.;N.v.t.;4;2461;2390;3500;2490;750;20110512;20120411;Geen verstrekking in Open Data;30750;Nee;1110;2000;2000;0;4;0;0;0;192;N1;r. schutbord onder motorkap;3500;0;0;0;0;0;0.04;433;Ja;Nee;Nee;5500;0;2022;Niet geregistreerd;NG;Nee;2023-03-01T00:00:00.000;2021-06-24T00:00:00.000;2011-05-12T00:00:00.000;2012-04-11T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
437;7VVH81;Bedrijfsauto;HYUNDAI;H-1;20221214;20211216;7471;gesloten opbouw;3;N.v.t.;N.v.t.;4;2497;1949;3160;2049;750;20120418;20120418;Geen verstrekking in Open Data;30194;Ja;1211;2300;2300;0;4;0;0;513;192;N1;r. voorzitting by bodemplaat;3160;TQ;e4*2007/46*0091*04;V3D62;M53AZ1;0;0.05;320;Nee;Nee;Nee;5460;0;2021;Logisch;00;Ja;2022-12-14T00:00:00.000;2021-12-16T00:00:00.000;2012-04-18T00:00:00.000;2012-04-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
438;7VVH82;Bedrijfsauto;MERCEDES-BENZ;906 KA 35 SPRINTER 313CDI;20230311;20180801;12419;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;1950;3500;2050;750;20120416;20120416;Geen verstrekking in Open Data;50759;Ja;1550;2800;2800;0;4;0;0;0;199;N1;schutbord motorruimte;3500;0;0;0;0;0;0.05;366;Nee;Nee;Nee;6300;0;2022;Logisch;00;Ja;2023-03-11T00:00:00.000;2018-08-01T00:00:00.000;2012-04-16T00:00:00.000;2012-04-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;0;0
439;7VVH83;Bedrijfsauto;MERCEDES-BENZ;VITO;20230426;20190920;10291;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;1882;2500;1982;750;20120418;20120418;Geen verstrekking in Open Data;41915;Ja;618;2000;2000;0;4;0;0;501;191;N1;schutbord motorruimte;2500;639/4;e1*2007/46*0458*02;VAA71250N;2A2A1S23;0;0.05;320;Nee;Ja;Nee;4500;0;2022;Logisch;00;Ja;2023-04-26T00:00:00.000;2019-09-20T00:00:00.000;2012-04-18T00:00:00.000;2012-04-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
440;7VVH84;Bedrijfsauto;MERCEDES-BENZ;VITO;20230502;20220620;10990;gesloten opbouw;3;N.v.t.;N.v.t.;4;2143;1880;2800;1980;750;20120427;20120427;Geen verstrekking in Open Data;44819;Ja;920;2000;2000;0;4;0;0;501;191;N1;schutbord motorruimte;2800;639/4;e1*2007/46*0458*02;VAA71280N;2A2A1S23;0;0.05;320;Ja;Ja;Nee;4800;0;2022;Logisch;00;Nee;2023-05-02T00:00:00.000;2022-06-20T00:00:00.000;2012-04-27T00:00:00.000;2012-04-27T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0.00;0;0;0;0;0;0;0;0
