;kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;type_gasinstallatie;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging
156;00JPT8;Personenauto;BMW;5ER REIHE;20230701;20220507;sedan;BEIGE;Niet geregistreerd;4;1465;1565;20090728;20090728;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.08;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-07-01T00:00:00.000;2022-05-07T00:00:00.000;2009-07-28T00:00:00.000;2009-07-28T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2030;0;3890;11177;5;1995;2030;750;1800;52427;560L;e1*2001/116*0230*15;NT31;AD;0;A;0;0;0;0;0;0
157;00JRB2;Personenauto;BMW;X REIHE;20230731;20210610;stationwagen;BLAUW;Niet geregistreerd;4;1630;1730;20090728;20090728;Geen verstrekking in Open Data;Ja;4;4;M1;by r. schroefveerkoker onder motorkap;0;0.06;280;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-07-31T00:00:00.000;2021-06-10T00:00:00.000;2009-07-28T00:00:00.000;2009-07-28T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;457;0;2200;0;3875;14660;5;1995;2200;720;1600;37861;0;e1*2001/116*0249*09;PC31;01;0;E;0;0;0;0;0;0
158;00JRG9;Personenauto;BMW;3ER REIHE;20230107;20220704;coupe;ZWART;Niet geregistreerd;4;1365;1465;20090821;20090821;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;0;0.08;276;Nee;Ja;Nee;2022;Logisch;00;Ja;2023-01-07T00:00:00.000;2022-07-04T00:00:00.000;2009-08-21T00:00:00.000;2009-08-21T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;458;0;1840;0;3415;10103;4;1995;1840;695;1500;46074;392C;e1*2001/116*0346*09;WA71;AD;0;B;0;0;0;0;0;0
159;00JRT4;Personenauto;BMW;1ER REIHE;20230308;20210311;stationwagen;BRUIN;Niet geregistreerd;4;1250;1350;20090807;20090807;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;0;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-08T00:00:00.000;2021-03-11T00:00:00.000;2009-08-07T00:00:00.000;2009-08-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1775;0;3050;6473;5;1995;1775;650;1200;31645;187;e1*2001/116*0287*16;UH31;AJ;0;B;0;0;0;0;0;0
160;00JRX7;Personenauto;BMW;3ER REIHE;20230822;20220906;sedan;BLAUW;Niet geregistreerd;4;1365;1465;20090814;20090814;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-08-22T00:00:00.000;2022-09-06T00:00:00.000;2009-08-14T00:00:00.000;2009-08-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1910;0;3385;8243;5;1995;1910;695;1400;40764;390L;e1*2001/116*0308*11;PF51;AB;0;A;0;0;0;0;0;0
161;00JSL3;Personenauto;BMW;1ER REIHE;20220814;20220628;cabriolet;BLAUW;Niet geregistreerd;4;1395;1495;20090814;20090814;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;266;Nee;Nee;Nee;2022;Geen oordeel;07;Ja;2022-08-14T00:00:00.000;2022-06-28T00:00:00.000;2009-08-14T00:00:00.000;2009-08-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;436;0;1860;0;3135;10105;4;1995;1860;670;1200;46083;182;e1*2001/116*0352*06;UM11;AA;0;B;0;0;0;0;0;0
162;00JTF3;Personenauto;BMW;3ER REIHE;20230523;20190618;sedan;ZWART;Niet geregistreerd;4;1345;1445;20090821;20090821;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.09;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-23T00:00:00.000;2019-06-18T00:00:00.000;2009-08-21T00:00:00.000;2009-08-21T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1890;0;3365;8155;5;1995;1890;695;1400;40413;390L;e1*2001/116*0308*11;PG31;AA;0;A;0;0;0;0;0;0
163;00JTJ2;Personenauto;BMW;X REIHE;20220908;20150826;stationwagen;BLAUW;Niet geregistreerd;4;1725;1825;20090824;20090824;Geen verstrekking in Open Data;Ja;4;4;M1;by r. schroefveerkoker onder motorkap;0;0.07;280;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-09-08T00:00:00.000;2015-08-26T00:00:00.000;2009-08-24T00:00:00.000;2009-08-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;457;0;2265;0;4340;14722;5;1995;2265;720;2000;55053;X83;e1*2001/116*0249*10;PE11;AL;0;D;0.00;0;0;0;0;0
164;00JTK6;Personenauto;BMW;X REIHE;20201016;20200921;stationwagen;ZWART;Niet geregistreerd;8;2165;2265;20090513;20121206;Geen verstrekking in Open Data;Nee;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.13;293;Nee;Nee;Nee;2021;Onlogisch;04;Ja;2020-10-16T00:00:00.000;2020-09-21T00:00:00.000;2009-05-13T00:00:00.000;2012-12-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;488;0;2840;0;5660;27317;4;4395;2840;750;2700;128972;X70;e1*2001/116*0420*06;FG81;GA;0;E;0;0;0;0;0;0
165;00JVJ6;Personenauto;BMW;Z SERIES;20230907;20090907;cabriolet;GRIJS;Niet geregistreerd;6;1380;1480;20090907;20090907;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;0;0.10;250;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-09-07T00:00:00.000;2009-09-07T00:00:00.000;2009-09-07T00:00:00.000;2009-09-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1735;0;0;13436;2;2497;1735;0;0;54861;Z89;e1*2001/116*0499*00;LM31;5A;0;E;0;0;0;0;0;0
166;00JVX9;Personenauto;BMW;3ER REIHE;20230130;20200131;stationwagen;ZWART;Niet geregistreerd;4;1405;1505;20090915;20090915;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-01-30T00:00:00.000;2020-01-31T00:00:00.000;2009-09-15T00:00:00.000;2009-09-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1970;0;3295;7398;5;1995;1970;695;1250;37406;390L;e1*2001/116*0308*11;US31;AA;0;A;0;0;0;0;0;0
167;00JXF5;Personenauto;BMW;1ER REIHE;20230624;20161029;stationwagen;ZWART;Niet geregistreerd;4;1240;1340;20090916;20090916;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;0;0.08;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-06-24T00:00:00.000;2016-10-29T00:00:00.000;2009-09-16T00:00:00.000;2009-09-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;7292;4;1995;1765;670;1200;34900;187;e1*2001/116*0287*16;UB91;AI;0;B;0;0;0;0;0;0
168;00JXG5;Personenauto;BMW;1ER REIHE;20221113;20131120;stationwagen;ZWART;Niet geregistreerd;4;1320;1420;20090914;20090914;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;266;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-11-13T00:00:00.000;2013-11-20T00:00:00.000;2009-09-14T00:00:00.000;2009-09-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1855;0;3130;9318;5;1995;1855;690;1200;53292;187;e1*2001/116*0287*16;UD71;5B;0;D;0;0;0;0;0;0
169;00JXR5;Personenauto;BMW;5ER REIHE;20221020;20191123;sedan;GRIJS;Niet geregistreerd;6;1500;1600;20090921;20090921;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.09;289;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-10-20T00:00:00.000;2019-11-23T00:00:00.000;2009-09-21T00:00:00.000;2009-09-21T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2085;0;3945;13053;5;2497;2085;750;1800;57800;560L;e1*2001/116*0230*14;NU31;AB;0;B;0;0;0;0;0;0
170;00JXX6;Personenauto;BMW;1ER REIHE;20221106;20121019;stationwagen;BLAUW;Niet geregistreerd;4;1250;1350;20090923;20090923;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;0;0.07;266;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-11-06T00:00:00.000;2012-10-19T00:00:00.000;2009-09-23T00:00:00.000;2009-09-23T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1775;0;3050;4125;5;1995;1775;650;1200;28812;187;e1*2001/116*0287*16;UH31;AJ;0;B;0;0;0;0;0;0
171;00JZH1;Personenauto;BMW;X REIHE;20221213;20160630;stationwagen;GRIJS;Niet geregistreerd;4;1725;1825;20090928;20090928;Geen verstrekking in Open Data;Ja;4;4;M1;by r. schroefveerkoker onder motorkap;0;0.07;280;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-12-13T00:00:00.000;2016-06-30T00:00:00.000;2009-09-28T00:00:00.000;2009-09-28T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;457;0;2265;0;4340;13525;5;1995;2265;720;2000;47407;X83;e1*2001/116*0249*14;PE11;5B;0;D;0;0;0;0;0;0
172;00JZR2;Personenauto;BMW;1ER REIHE;20230722;20220112;cabriolet;ZWART;Niet geregistreerd;4;1395;1495;20091009;20091009;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-07-22T00:00:00.000;2022-01-12T00:00:00.000;2009-10-09T00:00:00.000;2009-10-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;436;0;1860;0;3135;10384;4;1995;1860;670;1200;47191;182;e1*2001/116*0352*06;UM11;AA;0;B;0;0;0;0;0;0
173;00JZZ7;Personenauto;BMW;5ER REIHE;20230619;20220717;sedan;ZWART;Niet geregistreerd;6;1515;1615;20081016;20091017;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;0;0.12;289;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2023-06-19T00:00:00.000;2022-07-17T00:00:00.000;2008-10-16T00:00:00.000;2009-10-17T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2100;0;4160;16586;5;2996;2100;750;2000;0;560L;e1*2001/116*0230*14;ND71;AB;0;B;0;0;0;0;0;0
174;00KBS8;Personenauto;BMW;5ER REIHE;20221025;20200904;stationwagen;ZWART;Niet geregistreerd;6;1560;1660;20050801;20091007;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.10;289;Nee;Nee;Nee;2021;Geen oordeel;05;Ja;2022-10-25T00:00:00.000;2020-09-04T00:00:00.000;2005-08-01T00:00:00.000;2009-10-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2185;0;4245;12948;5;2497;2185;750;2000;0;0;e1*2001/116*0230*05;NL51;32;0;D;0;0;0;0;0;0
175;00KBT3;Personenauto;BMW;524 TD;20201106;20200426;sedan;GROEN;Niet geregistreerd;6;1230;1330;19860820;20091007;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;0;0.06;264;Nee;Nee;Nee;2018;Geen oordeel;05;Ja;2020-11-06T00:00:00.000;2020-04-26T00:00:00.000;1986-08-20T00:00:00.000;2009-10-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;1840;0;3340;0;0;2426;1840;500;1500;0;0;0;0;0;0;0;0;0;0;0;0;0
176;00KBT6;Personenauto;BMW;1ER REIHE;20221024;20160826;stationwagen;ZWART;Niet geregistreerd;4;1240;1340;20091024;20091024;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;266;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-10-24T00:00:00.000;2016-08-26T00:00:00.000;2009-10-24T00:00:00.000;2009-10-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;5469;4;1995;1765;650;1200;27655;187;e1*2001/116*0287*16;UK31;AI;0;B;0;0;0;0;0;0
177;00KBZ2;Personenauto;BMW;5ER REIHE;20230627;20200912;sedan;ZWART;Niet geregistreerd;6;1475;1575;20060306;20091008;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.12;289;Nee;Ja;Nee;2022;Geen oordeel;05;Ja;2023-06-27T00:00:00.000;2020-09-12T00:00:00.000;2006-03-06T00:00:00.000;2009-10-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2060;0;4060;17072;5;2996;2060;750;2000;0;0;e1*2001/116*0230*06;NE71;02;0;D;0;0;0;0;0;0
178;00KDF1;Personenauto;BMW;3ER REIHE;20230614;20220212;stationwagen;ZWART;Niet geregistreerd;4;1435;1535;20081010;20091016;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;276;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2023-06-14T00:00:00.000;2022-02-12T00:00:00.000;2008-10-10T00:00:00.000;2009-10-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2000;0;3475;9004;5;1995;2000;695;1400;0;390L;e1*2001/116*0308*08;VR31;AB;0;B;0;0;0;0;0;0
179;00KDJ9;Personenauto;BMW;3ER REIHE;20221023;20190810;stationwagen;BLAUW;Niet geregistreerd;4;1405;1505;20091023;20091023;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;276;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-10-23T00:00:00.000;2019-08-10T00:00:00.000;2009-10-23T00:00:00.000;2009-10-23T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1970;0;3295;8020;5;1995;1970;695;1250;0;390L;e1*2001/116*0308*11;US31;AA;0;A;0;0;0;0;0;0
180;00KDP5;Personenauto;BMW;1ER REIHE;20221023;20110126;stationwagen;WIT;Niet geregistreerd;4;1270;1370;20091022;20091022;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;0;0.06;266;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-10-23T00:00:00.000;2011-01-26T00:00:00.000;2009-10-22T00:00:00.000;2009-10-22T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1820;0;3095;6269;5;1995;1820;680;1200;27698;1K2;e1*2007/46*0273*00;UK51;AJ;0;B;0.00;0;0;0;0;0
181;00KDR4;Personenauto;BMW;5ER REIHE;20230111;20160113;stationwagen;GRIJS;Niet geregistreerd;6;1675;1775;20080627;20100109;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.10;289;Nee;Nee;Nee;2021;Geen oordeel;05;Ja;2023-01-11T00:00:00.000;2016-01-13T00:00:00.000;2008-06-27T00:00:00.000;2010-01-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2300;0;4360;19344;5;2993;2300;750;2000;0;560L;e1*2001/116*0230*12;PX71;AB;0;D;0;0;0;0;0;0
182;00KDV6;Personenauto;BMW;3ER REIHE;20230425;20200723;cabriolet;GRIJS;Niet geregistreerd;6;1515;1615;20000807;20091024;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;0;0.08;273;Nee;Ja;Nee;2022;Geen oordeel;05;Ja;2023-04-25T00:00:00.000;2020-07-23T00:00:00.000;2000-08-07T00:00:00.000;2009-10-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;449;0;1960;1;3635;12578;4;2494;1960;720;1600;0;0;e1*98/14*0146*02;BR31;11;0;0;0;0;0;0;0;0
183;00KFF5;Personenauto;BMW;730;20240411;20130228;sedan;GRIJS;Niet geregistreerd;6;1625;1725;19890412;20091022;Geen verstrekking in Open Data;Ja;4;4;M1;schutbord motorruimte;0;0.09;285;Nee;Nee;Nee;2022;Onlogisch;04;Ja;2024-04-11T00:00:00.000;2013-02-28T00:00:00.000;1989-04-12T00:00:00.000;2009-10-22T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;2135;0;0;0;0;3406;2135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
184;00KFK2;Personenauto;BMW;X REIHE;20230727;20150713;stationwagen;ZWART;Niet geregistreerd;6;1585;1685;20091030;20091030;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;0;0.11;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-07-27T00:00:00.000;2015-07-13T00:00:00.000;2009-10-30T00:00:00.000;2009-10-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2180;0;4260;19854;5;2996;2180;750;2000;75167;X1;e1*2007/46*0275*00;VM31;5B;0;E;0;0;0;0;0;0
185;00KFT5;Personenauto;BMW;3ER REIHE;20221223;20091102;sedan;BLAUW;Niet geregistreerd;4;1405;1505;20091102;20091102;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;276;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-12-23T00:00:00.000;2009-11-02T00:00:00.000;2009-11-02T00:00:00.000;2009-11-02T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1950;0;3625;8917;5;1995;1950;745;1600;40306;390L;e1*2001/116*0308*10;PN11;5C;0;A;0;0;0;0;0;0
186;00KGF4;Personenauto;BMW;5ER REIHE;20221216;20200921;stationwagen;ZWART;Niet geregistreerd;4;1595;1695;20091106;20091106;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;0;0.07;289;Nee;Nee;Nee;2021;Geen oordeel;07;Ja;2022-12-16T00:00:00.000;2020-09-21T00:00:00.000;2009-11-06T00:00:00.000;2009-11-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2220;0;4080;12925;5;1995;2220;750;1800;54157;560L;e1*2001/116*0230*16;PX31;5I;0;B;0;0;0;0;0;0
